@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Results/b1_30cm_beforeKmod' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam1' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 01:17:57"
@ FILES %s ""
*                 NAME                    S                   S1                   S2                X3000               X3000i               X3000r             X3000RMS           X3000PHASE        X3000PHASERMS               X3000M              X3000Mi              X3000Mr          X3000MPHASE
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.27L3.B1"             2230.227             2283.676             2337.124      0.1165681153935  -0.0006262964907966    -0.01992906835336     0.07189701655922      0.5910799516647       0.253637720521                    0                    0                    0                    0
         "BPM.26L3.B1"             2283.676             2337.124             2390.573      0.1062486175124    -0.02359885123829     0.02210478729762     0.06340846664384      0.4770261780978      0.2757874121358                    0                    0                    0                    0
         "BPM.25L3.B1"             2337.124             2390.573             2444.021     0.07920564665512     0.02152560142155    -0.03053348029767     0.02205686904004       0.397091211968      0.1636160801588                    0                    0                    0                    0
         "BPM.24L3.B1"             2390.573             2444.021              2497.47     0.09187773425607    -0.01077053652463     0.02470061675629     0.04593023560671      0.4630392061198      0.3138071249842                    0                    0                    0                    0
         "BPM.23L3.B1"             2444.021              2497.47             2550.918     0.07535437902632    -0.01356029742241     0.01264570266162     0.04792599979101      0.4992742054136      0.3659219864057                    0                    0                    0                    0
         "BPM.22L3.B1"              2497.47             2550.918             2604.367     0.07611929237587     0.03504976727267    -0.02737773519794     0.01961611506906      0.3211642538043      0.1626223832764                    0                    0                    0                    0
         "BPM.21L3.B1"             2550.918             2604.367             2657.815      0.1168396608915     -0.1052190859781     0.01170662906833     0.06347890462014      0.7667184347173     0.09056147289366                    0                    0                    0                    0
         "BPM.20L3.B1"             2604.367             2657.815             2711.264       0.108356171324      0.1035199147984    0.004888813068687     0.07028877073587      0.2372125981126      0.0752064748022                    0                    0                    0                    0
         "BPM.19L3.B1"             2657.815             2711.264             2764.712     0.09603292827859    -0.02970993833049    0.005670530228457      0.0281764445884      0.6835297885506      0.2148824989745                    0                    0                    0                    0
         "BPM.18L3.B1"             2711.264             2764.712             2818.161      0.1017495766462    -0.03989976460319   -0.003008022182757      0.0628208755623      0.5940305665362      0.2172155815775                    0                    0                    0                    0
         "BPM.17L3.B1"             2764.712             2818.161             2871.609     0.06169269085218     0.01186908158964     0.00347579968172     0.01412597937926      0.4024328901522      0.2524896341305                    0                    0                    0                    0
         "BPM.16L3.B1"             2818.161             2871.609             2925.058     0.06924943752753     0.02252158059144   -0.007183086415691     0.02073194041651       0.304092171217      0.2031219917784                    0                    0                    0                    0
         "BPM.15L3.B1"             2871.609             2925.058             2978.506      0.0687368820613    -0.02311689330077    0.002239312004132     0.03469641685078      0.4731465045677      0.3270912965512                    0                    0                    0                    0
         "BPM.14L3.B1"             2925.058             2978.506             3031.955     0.09189109703603   -0.002556695528236    0.002522974368751     0.05027015876494      0.6270766444651      0.3153871247412                    0                    0                    0                    0
         "BPM.13L3.B1"             2978.506             3031.955             3085.403     0.06894874180427     0.04761782731212     0.00765286855129     0.07395141662905      0.3671659188217      0.1931912273324                    0                    0                    0                    0
         "BPM.12L3.B1"             3031.955             3085.403             3138.184      0.0565281222152    -0.04471963514134     -0.0135247155161     0.05692627931884      0.6522845004304     0.08191740952514                    0                    0                    0                    0
         "BPM.11L3.B1"             3085.403             3138.184             3177.249      0.1162484017228     0.02607919850117    -0.08673756530095     0.04658408765471      0.4478127161114      0.1208452887305                    0                    0                    0                    0
         "BPM.10L3.B1"             3138.184             3177.249             3217.712      0.1904150975736   -0.002726446757546      0.1570613069469     0.05452857931355      0.3910840295112      0.3919325094225                    0                    0                    0                    0
          "BPM.9L3.B1"             3177.249             3217.712             3256.776      0.1435523216879     0.05696034267031      -0.111774349208     0.07119959539938      0.4135640897104     0.09442722328621                    0                    0                    0                    0
          "BPM.8L3.B1"             3217.712             3256.776             3329.415      0.1284545138666    -0.05380359067077     0.04923799138894     0.05903554644031      0.7050339942401      0.2323745858151                    0                    0                    0                    0
          "BPM.7L3.B1"             3256.776             3329.415              3371.12      0.2065450717824    -0.01738481089461    -0.01248462717113      0.1308473684032      0.5295113745579      0.2784994639453                    0                    0                    0                    0
          "BPM.6L3.B1"             3329.415              3371.12              3400.09      0.2391776003254       0.115673547044     0.03343558363378      0.1772842859638      0.4646524059487      0.2718068425036                    0                    0                    0                    0
       "BPMWG.A5L3.B1"              3371.12              3400.09             3475.218      0.2344925449785     -0.1447971882719     0.02243065467077     0.07395340499897      0.6210678458469      0.3047280148899                    0                    0                    0                    0
         "BPMW.5L3.B1"              3400.09             3475.218             3547.728      0.2603483380039   -0.002465159592613     -0.1963559606103      0.1375003187965      0.4451212585271      0.1385711360923                    0                    0                    0                    0
        "BPMWE.4L3.B1"             3475.218             3547.728             3575.273      0.2955884361947      0.1549109910088      0.2207114968537      0.1657231469601      0.1109660085282     0.08081859954816                    0                    0                    0                    0
         "BPMW.4R3.B1"             3547.728             3575.273             3650.401      0.1806103320183      -0.104352245745    -0.05443372240838     0.05449502011544      0.6839435391085       0.132232365873                    0                    0                    0                    0
        "BPMWE.4R3.B1"             3575.273             3650.401             3679.119      0.8821417324963      0.1050280543239     -0.0712543253009      0.4227659829895      0.4929994608266      0.2635659791922                    0                    0                    0                    0
         "BPMW.5R3.B1"             3650.401             3679.119             3718.937      0.9863777908231     -0.1387301034047     0.09030249609869       0.532745761029      0.5947278531844      0.2438329301597                    0                    0                    0                    0
       "BPMWJ.A5R3.B1"             3679.119             3718.937             3731.015      0.3081626667902      0.2240767650851    -0.01428617897638      0.2425603724433      0.2847236456106      0.2044294012922                    0                    0                    0                    0
        "BPMWC.6R3.B1"             3718.937             3731.015             3825.903      0.1710073632337     -0.1360614014769    0.008008297873118      0.1243661275534      0.7140919337191      0.1352015422445                    0                    0                    0                    0
         "BPMR.6R3.B1"             3731.015             3825.903             3864.968     0.09214363463853     0.07027238399005    -0.02959057840773     0.04997096925046        0.46536975322      0.2719636208159                    0                    0                    0                    0
          "BPM.8R3.B1"             3825.903             3864.968             3905.431      0.1304456311934    -0.06044018175354     0.03097478774623     0.04499906191347      0.6218570377608      0.2948487067536                    0                    0                    0                    0
          "BPM.9R3.B1"             3864.968             3905.431             3958.212      0.1003407232038     0.05315866942168     0.01913365427216     0.08087004348576      0.3729106987145      0.3356809678164                    0                    0                    0                    0
         "BPM.10R3.B1"             3905.431             3958.212             4012.935      0.0987815233982     0.04854922112863    -0.04664063869145     0.06433586529467       0.488202149258      0.2067422709739                    0                    0                    0                    0
         "BPM.11R3.B1"             3958.212             4012.935             4066.384     0.08355498961998    -0.05727055934742   -0.001738669092945     0.05330276115207      0.6236259448464      0.3106853712105                    0                    0                    0                    0
         "BPM.12R3.B1"             4012.935             4066.384             4173.281     0.05075151514965     0.03523219075506    0.002545014567536     0.02962726422531      0.3262203573106      0.1524778649482                    0                    0                    0                    0
         "BPM.13R3.B1"             4066.384             4173.281              4226.73     0.04877618565671    -0.03976844650972    -0.01922746422533     0.02597223075711      0.6321262708504      0.1010902606722                    0                    0                    0                    0
         "BPM.15R3.B1"             4173.281              4226.73             4280.178     0.08021375185455     0.06449509532049     0.03107975758531     0.03871658626015      0.1501521639692     0.08094991466212                    0                    0                    0                    0
         "BPM.16R3.B1"              4226.73             4280.178             4333.627     0.06883543571809    -0.02586479291759    -0.03761477779414     0.05412781425079      0.5639652171498      0.1495933722154                    0                    0                    0                    0
         "BPM.17R3.B1"             4280.178             4333.627             4387.075     0.08265185303691   -0.003422090896661      0.0272436767859     0.04603075070407      0.3898855422287      0.2882445262445                    0                    0                    0                    0
         "BPM.18R3.B1"             4333.627             4387.075             4440.524     0.08293687026747     0.03588312350207   -0.007958615915066     0.03528723726189      0.4672000868504      0.2948875918482                    0                    0                    0                    0
         "BPM.19R3.B1"             4387.075             4440.524             4493.972     0.08608308021745    -0.03366313227775   -0.002909649877887     0.05153558118386       0.437484439392      0.2572213842357                    0                    0                    0                    0
         "BPM.20R3.B1"             4440.524             4493.972             4547.421      0.0808465848103       0.012901362657     0.01963255542045     0.05701887810351      0.5074196640709      0.2618728410286                    0                    0                    0                    0
         "BPM.21R3.B1"             4493.972             4547.421             4600.869     0.07505339093161   -0.002015541341937    -0.01665644105931     0.03821343342802       0.536736606696      0.3026226483388                    0                    0                    0                    0
         "BPM.22R3.B1"             4547.421             4600.869             4654.318     0.07693239044963    0.004576923448087    0.008241838460661     0.02868139585327      0.4095122046939      0.2489659421407                    0                    0                    0                    0
         "BPM.23R3.B1"             4600.869             4654.318             4707.766     0.04305693818397   0.0008550363394563     0.01677192501352     0.01393130993339      0.5531012362666      0.3277018023698                    0                    0                    0                    0
         "BPM.24R3.B1"             4654.318             4707.766             4761.215     0.07705902951223     0.02952210728716    -0.05317119729006     0.02903064428641      0.3873548307079      0.1379594391705                    0                    0                    0                    0
         "BPM.25R3.B1"             4707.766             4761.215             4814.663      0.1058798761326    -0.03857536325237     0.06177258997247     0.05794573041586      0.6554112179899      0.3263159952794                    0                    0                    0                    0
         "BPM.26R3.B1"             4761.215             4814.663             4868.112      0.1468930558607     0.01893442122754    -0.03504252368105     0.07496412739239      0.5041027971713      0.1966590079704                    0                    0                    0                    0
         "BPM.27R3.B1"             4814.663             4868.112              4921.56      0.1571646739993     0.01960931766554     0.01001901937825     0.08627922430156      0.4770581674345       0.284591389205                    0                    0                    0                    0
         "BPM.28R3.B1"             4868.112              4921.56             4975.009      0.1259982119222     0.00383760582915    0.001950620268844      0.1074836151017       0.692650650973      0.2050330183421                    0                    0                    0                    0
         "BPM.29R3.B1"              4921.56             4975.009             5028.457      0.1020263799023    -0.02092675429738   -0.007937434268456     0.05487004381191       0.467984113822      0.2453101037191                    0                    0                    0                    0
         "BPM.30R3.B1"             4975.009             5028.457             5081.906     0.09752250337797    0.003738508907264     0.03044944874636     0.05970481287775      0.7301731981857      0.2442895008022                    0                    0                    0                    0
         "BPM.31R3.B1"             5028.457             5081.906             5135.354     0.05833431369078    0.004683896610354    -0.01072528238682     0.02653286213005      0.4765577545762      0.1971921185629                    0                    0                    0                    0
         "BPM.32R3.B1"             5081.906             5135.354             5188.803      0.0827154535213    0.009740476885815    -0.06488097237861     0.04928916782325      0.4509468151148      0.1190341954275                    0                    0                    0                    0
         "BPM.33R3.B1"             5135.354             5188.803             5242.251      0.1094578154523    -0.01730354760686     0.07732696113959     0.04845100876147       0.565176651822      0.3651106402365                    0                    0                    0                    0
         "BPM.34R3.B1"             5188.803             5242.251               5295.7     0.09188762063462    0.005269236237618    -0.05442221921622     0.05389534069937      0.5477888164266      0.2017468035376                    0                    0                    0                    0
         "BPM.33L4.B1"             5242.251               5295.7             5349.148     0.04443423578699   -0.003870806636348     0.01433340463351     0.02301139684999      0.5154898827616      0.3449840730978                    0                    0                    0                    0
         "BPM.32L4.B1"               5295.7             5349.148             5402.597     0.07800691435144   -0.007360820260881   -0.007565965292328     0.04150207489123      0.5383663399022      0.2016053724086                    0                    0                    0                    0
         "BPM.31L4.B1"             5349.148             5402.597             5456.045     0.08848128468805     0.01913075236605    0.007256666912957     0.06110392031877       0.541669331679      0.2720231519741                    0                    0                    0                    0
         "BPM.30L4.B1"             5402.597             5456.045             5509.494     0.06544598890319    -0.03278461062458  -0.0007757708336717     0.05854593580088      0.6623602892874      0.2761952690994                    0                    0                    0                    0
         "BPM.29L4.B1"             5456.045             5509.494             5562.942     0.08677141155331     0.03097466920173   -0.005967401834075     0.04233249150882      0.3585246385365      0.2101022214799                    0                    0                    0                    0
         "BPM.28L4.B1"             5509.494             5562.942             5616.391       0.145962531151   -0.008051220898524    -0.01376977372231     0.05345554225133      0.5407198162988      0.3114516771626                    0                    0                    0                    0
         "BPM.27L4.B1"             5562.942             5616.391             5669.839      0.1913356143285    -0.05372880508455      0.0193741283216     0.05221405130792      0.6276124802314      0.2307381474094                    0                    0                    0                    0
         "BPM.26L4.B1"             5616.391             5669.839             5723.288      0.2189827970968      0.0834599658887    -0.03992561263634     0.05585650644475      0.4883065849228      0.2678235889344                    0                    0                    0                    0
         "BPM.25L4.B1"             5669.839             5723.288             5776.736      0.1378875120656    -0.05525800345808     0.04375869268505     0.05702451368977      0.5236737396551      0.3096807909866                    0                    0                    0                    0
         "BPM.24L4.B1"             5723.288             5776.736             5830.185      0.1303240176786    -0.02275608506009    -0.01851094834894     0.06973393797684      0.6442914996155      0.2426849902493                    0                    0                    0                    0
         "BPM.23L4.B1"             5776.736             5830.185             5883.634      0.1819291990007     0.06089745557969   -0.004773765987797     0.07120088761081      0.5604180191877      0.3488713598707                    0                    0                    0                    0
         "BPM.22L4.B1"             5830.185             5883.634             5937.082     0.09716135540642    -0.03783415121195      0.0131719631355     0.03493328185352       0.547562867376      0.2981239999002                    0                    0                    0                    0
         "BPM.21L4.B1"             5883.634             5937.082             5990.531       0.108424064312    -0.02795094927905     0.01121416033135     0.04766821883478      0.6969423040354       0.200383237117                    0                    0                    0                    0
         "BPM.20L4.B1"             5937.082             5990.531             6043.979      0.1927598123688     0.05937505936263    -0.03115327727206     0.08167997479502      0.4660199711167      0.2608586763311                    0                    0                    0                    0
         "BPM.19L4.B1"             5990.531             6043.979             6097.428      0.1912817943764    -0.04911874370402     0.04663064196057     0.08198722337638      0.7867480032755      0.1832895142737                    0                    0                    0                    0
         "BPM.18L4.B1"             6043.979             6097.428             6150.876      0.2177355442604     0.02934267203537     -0.1218202938921     0.09376103244413      0.3826406200872       0.194418491818                    0                    0                    0                    0
         "BPM.17L4.B1"             6097.428             6150.876             6204.325      0.1818614539615    -0.01449267628035      0.1271356131007     0.09111307139569      0.5492323866641      0.4096548073947                    0                    0                    0                    0
         "BPM.16L4.B1"             6150.876             6204.325             6257.773      0.1757277145072    -0.04389696286382    -0.03256568319671     0.05562805887813      0.6414981298846      0.2123132444296                    0                    0                    0                    0
         "BPM.15L4.B1"             6204.325             6257.773             6311.222      0.1945554504406     0.07272713640151    -0.03223474485129     0.08761190756861      0.5312917790578      0.2805873702228                    0                    0                    0                    0
         "BPM.14L4.B1"             6257.773             6311.222              6364.67       0.130073551823    -0.05763368674756     0.03152028983439      0.1107757728091      0.7032925487076      0.1697478804584                    0                    0                    0                    0
         "BPM.13L4.B1"             6311.222              6364.67             6418.119      0.1236923333202    0.005728020378509    -0.01597098393238     0.06007558982803      0.6348134932803      0.2439724199475                    0                    0                    0                    0
         "BPM.12L4.B1"              6364.67             6418.119             6469.957      0.1527036387133     -0.0153320909247     0.03498144560285      0.1093482968174      0.4931420666545      0.2855967333919                    0                    0                    0                    0
         "BPM.11L4.B1"             6418.119             6469.957             6509.022      0.2006368676254      0.0680952936232    -0.00355475475273      0.1370323920603      0.5114606130865      0.3428820058344                    0                    0                    0                    0
         "BPM.10L4.B1"             6469.957             6509.022             6549.485      0.1758235016504    -0.08410812901527   -0.007438998846252      0.1051517723461      0.4961573459211      0.2988088342229                    0                    0                    0                    0
          "BPM.9L4.B1"             6509.022             6549.485             6588.549     0.09598849539998     0.03261170780835     0.01298986270047     0.03461497873375      0.4698911848267      0.2921828395037                    0                    0                    0                    0
          "BPM.8L4.B1"             6549.485             6588.549             6685.153      0.2714188948362    -0.05988165918903    0.004879108412429     0.08769430144613      0.7084625068509      0.2192266427777                    0                    0                    0                    0
          "BPM.7L4.B1"             6588.549             6685.153             6722.153       1.235711606091     0.04136034715466     -0.1317180383013      0.2994239203279      0.4477210627357      0.3190997078039                    0                    0                    0                    0
        "BPMYB.6L4.B1"             6685.153             6722.153              6824.62      0.9812550657291     0.01937042748281      0.1283191468473      0.2946884914846      0.3519784645619      0.2623377950475                    0                    0                    0                    0
        "BPMYA.5L4.B1"             6722.153              6824.62             6833.505       2.112631344679       1.411559163603       1.317923747857        2.55288982441      0.4937295172156      0.3395355572439                    0                    0                    0                    0
