@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Results/b1_30cm_beforeKmod' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam1' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 01:17:57"
@ FILES %s ""
*                 NAME                    S                X1010             X1010RMS           X1010PHASE        X1010PHASERMS               X1010M          X1010MPHASE
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le
          "BPM.9L5.B1"             9841.818     0.04013731833334    0.001721709404032          0.215118608      0.2157101260917                    0                    0
          "BPM.8L5.B1"             9882.281     0.04544356478899    0.003774103385503          0.367082384      0.1910215449799                    0                    0
         "BPMR.7L5.B1"             9921.347     0.01915230421336      0.0027943682643          -0.08653196      0.4551995657618                    0                    0
          "BPM.6L5.B1"             9958.241     0.03133719180794    0.007394782681859          -0.09807458      0.2001709831291                    0                    0
         "BPMR.5L5.B1"             9990.141     0.03065009968437    0.002407251563242           -0.0810793      0.1991822452647                    0                    0
        "BPMYA.4L5.B1"             10017.55     0.02592520800419    0.004110030227187          -0.07471136      0.1982632489527                    0                    0
        "BPMWB.4L5.B1"             10038.68      0.0269824080044    0.000662147676176          -0.07084352      0.1995591423059                    0                    0
        "BPMSY.4L5.B1"              10131.4     0.03273763089271   0.0005195714527459         -0.054297814      0.1960725646682                    0                    0
         "BPMS.2L5.B1"             10158.25      0.0262893047838   0.0005707686712339          -0.05617686      0.1984903943372                    0                    0
        "BPMSW.1L5.B1"             10168.21     0.02766772225113   0.0004992239597433          -0.05324086      0.1971902705696                    0                    0
        "BPMSW.1R5.B1"             10211.34     0.02631675340179   0.0006389264077728          0.133747888      0.2077250095974                    0                    0
         "BPMS.2R5.B1"              10221.3     0.02686649012971   0.0006523260082143          0.134537444      0.2105548360518                    0                    0
        "BPMSY.4R5.B1"             10248.03     0.02697629627694   0.0005821743098093          0.129972604      0.2094696556341                    0                    0
        "BPMWB.4R5.B1"             10340.87     0.02743039541282   0.0005519014680034           0.14631075      0.2092949018664                    0                    0
        "BPMYA.4R5.B1"                10362     0.02814373834426    0.001347732823935          0.163469028      0.2110765515979                    0                    0
          "BPM.5R5.B1"             10383.12     0.02975232159509   0.0008797097121952           0.19504872      0.2063749046057                    0                    0
         "BPMR.6R5.B1"             10415.02     0.02878381739321   0.0006151968864318          0.357536478       0.163556337928                    0                    0
        "BPM_A.7R5.B1"             10449.03     0.03248570155235    0.003996546646427           -0.1175512      0.1907502121059                    0                    0
          "BPM.8R5.B1"             10490.47     0.04191055609566   0.0009951928576366         -0.001412074      0.1994050165508                    0                    0
          "BPM.9R5.B1"             10529.54     0.03352651057672    0.002733282209849        -0.5114647442      0.2123672179589                    0                    0
         "BPM.10R5.B1"             10570.01     0.01512334309422    0.001749266963787         -0.108270292       0.210634660833                    0                    0
         "BPM.11R5.B1"             10622.79     0.03355895836067   0.0009385474043301          0.123822078      0.2097028915141                    0                    0
         "BPM.12R5.B1"             10677.51     0.04246494053284    0.001582444727823          0.219410338      0.2121753459492                    0                    0
