@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Results/b1_30cm_beforeKmod' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam1' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 01:17:57"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ SEQUENCE %s "LHCB1"
@ Q1 %le 0.26998810745173746
@ Q2 %le 0.3219859684952381
@ FILES %s "/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean_linx,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean_linx,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean_linx,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean_linx,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean_linx"
*                 NAME                    S                COUNT                    X                 STDX                 XMDL               MUXMDL
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.32L3.B1"             1962.985                    5         -0.024838974    0.009149384644218                    0          4.736513942
         "BPM.31L3.B1"             2016.433                    5          -0.52904052    0.003027276404604                    0          4.851339067
         "BPM.30L3.B1"             2069.882                    5         -0.046499688    0.001773475862366                    0           4.98928241
         "BPM.29L3.B1"              2123.33                    5            0.1123822     0.00491096361911                    0          5.104662531
         "BPM.28L3.B1"             2176.779                    5          -0.29006584     0.01018641482557                    0          5.242066388
         "BPM.27L3.B1"             2230.227                    5        -0.0141951498     0.00363439507746                    0          5.356907871
         "BPM.26L3.B1"             2283.676                    5          -0.31832222   0.0009933749170517                    0          5.494872961
         "BPM.25L3.B1"             2337.124                    5           0.38417554    0.001299480198631                    0          5.610235937
         "BPM.24L3.B1"             2390.573                    5         -0.095577268    0.009438011560656                    0          5.747618862
         "BPM.23L3.B1"             2444.021                    5          -0.36947626    0.002748005122015                    0             5.862478
         "BPM.22L3.B1"              2497.47                    5          -0.17229208    0.002312658668681                    0          6.000463437
         "BPM.21L3.B1"             2550.918                    5          0.019793478    0.005289082004923                    0          6.115808011
         "BPM.20L3.B1"             2604.367                    5            -0.045157     0.01028111664768                    0          6.254116269
         "BPM.19L3.B1"             2657.815                    5          -0.43683564    0.003249893239252                    0          6.365995529
         "BPM.18L3.B1"             2711.264                    5           0.21700556    0.004063256251657                    0          6.498900594
         "BPM.17L3.B1"             2764.712                    5          -0.94899648    0.001248162684082                    0          6.614197544
         "BPM.16L3.B1"             2818.161                    5          0.027455974    0.009974505186817                    0          6.752545662
         "BPM.15L3.B1"             2871.609                    5           0.45284978    0.001465955413311                    0            6.8644704
         "BPM.14L3.B1"             2925.058                    5          -0.40091678    0.001872388447354                    0          6.997338432
         "BPM.13L3.B1"             2978.506                    5            0.2312778     0.00509584276918                    0          7.112587289
         "BPM.12L3.B1"             3031.955                    5          -0.18715282     0.01070412665461                    0          7.249448805
         "BPM.11L3.B1"             3085.403                    5           -0.9570213    0.003901579108072                    0          7.375789649
         "BPM.10L3.B1"             3138.184                    5           0.73779676    0.002890757905225                    0          7.525141462
          "BPM.9L3.B1"             3177.249                    5           -0.4172479    0.002026837904764                    0          7.586149576
          "BPM.8L3.B1"             3217.712                    5          -0.45592404    0.007404042212373                    0          7.662792964
          "BPM.7L3.B1"             3256.776                    5          -0.33122862    0.003956784350689                    0          7.721622985
          "BPM.6L3.B1"             3329.415                    5          -0.06012279      0.0074743501267                    0          7.833586906
       "BPMWG.A5L3.B1"              3371.12                    5           0.07891568    0.002416472252541                    0          7.890689035
         "BPMW.5L3.B1"              3400.09                    5           0.42950104    0.001897105572866                    0           7.97419919
        "BPMWE.4L3.B1"             3475.218                    5         -0.046959018     0.01394642689335                    0          8.077745249
         "BPMW.4R3.B1"             3547.728                    5           0.62633792    0.007349565215838                    0          8.163055045
        "BPMWE.4R3.B1"             3575.273                    5           -0.7555908     0.01417460896506                    0          8.310416848
         "BPMW.5R3.B1"             3650.401                    5           0.82174134    0.004554541748941                    0          8.440023674
       "BPMWJ.A5R3.B1"             3679.119                    5          -0.33538964     0.01255012166963                    0          8.452676858
        "BPMWC.6R3.B1"             3718.937                    5            1.0788446    0.003600801499766                    0          8.498671416
         "BPMR.6R3.B1"             3731.015                    5           0.49137082    0.008074417157035                    0          8.538858375
          "BPM.8R3.B1"             3825.903                    5          -0.27541976     0.01061698312566                    0          8.838031371
          "BPM.9R3.B1"             3864.968                    5          -0.65521064    0.003987424277737                    0          8.942266215
         "BPM.10R3.B1"             3905.431                    5           0.28073214     0.01164347665015                    0          9.017160309
         "BPM.11R3.B1"             3958.212                    5          -0.20800984     0.01080803290163                    0          9.110303215
         "BPM.12R3.B1"             4012.935                    5             0.345872     0.01325364032831                    0          9.210942643
         "BPM.13R3.B1"             4066.384                    5          -0.35269144    0.008917985068536                    0          9.327552311
         "BPM.15R3.B1"             4173.281                    5          -0.11048186    0.006104186592382                    0           9.58162233
         "BPM.16R3.B1"              4226.73                    5           0.21391956    0.006369269250599                    0           9.69363842
         "BPM.17R3.B1"             4280.178                    5           -0.3408447    0.006601674639076                    0          9.825995242
         "BPM.18R3.B1"             4333.627                    5           0.42439998    0.005905751328818                    0          9.941128655
         "BPM.19R3.B1"             4387.075                    5            -0.210209    0.007483600787871                    0           10.0800453
         "BPM.20R3.B1"             4440.524                    5          -0.41776656     0.01382286521307                    0          10.19211632
         "BPM.21R3.B1"             4493.972                    5           -0.1491556     0.01190469524802                    0          10.32443971
         "BPM.22R3.B1"             4547.421                    5         -0.057966858    0.009348429131081                    0           10.4395154
         "BPM.23R3.B1"             4600.869                    5          -0.25023682    0.006334922522166                    0          10.57751751
         "BPM.24R3.B1"             4654.318                    5            0.3027524    0.009994665683864                    0          10.69264439
         "BPM.25R3.B1"             4707.766                    5          -0.22493276    0.005027087798976                    0          10.83000036
         "BPM.26R3.B1"             4761.215                    5           0.15886278    0.007685898997893                    0          10.94509588
         "BPM.27R3.B1"             4814.663                    5          -0.13282266    0.009923146663363                    0          11.08309926
         "BPM.28R3.B1"             4868.112                    5          -0.47788428    0.009904084296788                    0          11.19820643
         "BPM.29R3.B1"              4921.56                    5          -0.21357908    0.008644528390249                    0          11.33556193
         "BPM.30R3.B1"             4975.009                    5           0.27926914    0.004038776429391                    0          11.45067717
         "BPM.31R3.B1"             5028.457                    5          -0.49144638    0.004133858604959                    0          11.58868022
         "BPM.32R3.B1"             5081.906                    5           0.66556326    0.003748081647775                    0          11.70376769
         "BPM.33R3.B1"             5135.354                    5          -0.10988002    0.006969971949572                    0           11.8411243
         "BPM.34R3.B1"             5188.803                    5          -0.48094314    0.008357518624249                    0          11.95625922
         "BPM.33L4.B1"             5242.251                    5         -0.070488648    0.006964098123053                    0          12.09426035
         "BPM.32L4.B1"               5295.7                    5           -0.2504141    0.005347388032695                    0          12.20932821
         "BPM.31L4.B1"             5349.148                    5           -0.1142321     0.00755604420555                    0          12.34668751
         "BPM.30L4.B1"             5402.597                    5          -0.13337824   0.0009408481379139                    0          12.46184198
         "BPM.29L4.B1"             5456.045                    5           -0.1356077    0.007339782306051                    0          12.59983962
         "BPM.28L4.B1"             5509.494                    5         -0.033272292    0.003609878005445                    0          12.71488806
         "BPM.27L4.B1"             5562.942                    5          -0.15820888    0.008038251685399                    0          12.85225161
         "BPM.26L4.B1"             5616.391                    5           0.19930884    0.001715054903674                    0           12.9674254
         "BPM.25L4.B1"             5669.839                    5           -0.2456124    0.007729617966511                    0          13.10541797
         "BPM.24L4.B1"             5723.288                    5          -0.19616072     0.00426193697159                    0          13.22044728
         "BPM.23L4.B1"             5776.736                    5         -0.106150088    0.007091156321673                    0          13.35781664
         "BPM.22L4.B1"             5830.185                    5          -0.36614398    0.001921366415287                    0          13.47300941
         "BPM.21L4.B1"             5883.634                    5           0.22039834    0.006230831735702                    0          13.61099538
         "BPM.20L4.B1"             5937.082                    5          -0.47597912    0.004296846185491                    0          13.72226734
         "BPM.19L4.B1"             5990.531                    5     -0.0038923296734    0.005332150372168                    0          13.85545991
         "BPM.18L4.B1"             6043.979                    5          -0.20670366    0.001330663636919                    0          13.97139342
         "BPM.17L4.B1"             6097.428                    5           0.11726042    0.009822881186384                    0          14.10943449
         "BPM.16L4.B1"             6150.876                    5            1.4266626     0.00651643646787                    0          14.22074659
         "BPM.15L4.B1"             6204.325                    5          -0.35812996    0.006129179196157                    0          14.35388825
         "BPM.14L4.B1"             6257.773                    5           0.16503306    0.001288890365631                    0          14.46977836
         "BPM.13L4.B1"             6311.222                    5            0.4402118    0.008672004108404                    0          14.60787268
         "BPM.12L4.B1"              6364.67                    5           0.29249212    0.002243470738347                    0          14.73727541
         "BPM.11L4.B1"             6418.119                    5           -0.2648226    0.003914993882528                    0          14.89248364
         "BPM.10L4.B1"             6469.957                    5           0.41482762    0.001064336060583                    0          14.99133037
          "BPM.9L4.B1"             6509.022                    5            1.1026438    0.008271683683509                    0          15.09973586
          "BPM.8L4.B1"             6549.485                    5            0.4135751    0.002865598620926                    0          15.29852758
          "BPM.7L4.B1"             6588.549                    5           -0.1941834   0.0005766516246552                    0          15.47287468
        "BPMYB.6L4.B1"             6685.153                    5           0.21539482    0.003209612760101                    0           15.5601647
        "BPMYA.5L4.B1"             6722.153                    5           0.42382174    0.009121898768053                    0          15.58291969
       "BPMWA.B5L4.B1"              6824.62                    5          -0.06450376    0.009074116825687                    0          15.62889526
       "BPMWA.A5L4.B1"             6833.505                    5            0.4084295    0.009644337888119                    0          15.63410528
       "BPMWA.A5R4.B1"             6881.554                    5           0.45985954     0.01110092221587                    0          15.66604267
       "BPMWA.B5R4.B1"             6890.439                    5            0.2885624     0.00757235103546                    0          15.67260621
        "BPMYB.5R4.B1"             6992.829                    5          0.031409414    0.008564681516031                    0          15.75495927
        "BPMYA.6R4.B1"             7024.393                    5          0.000636688     0.01348109879492                    0          15.76969669
          "BPM.7R4.B1"             7120.909                    5          -0.60028762    0.003367473724582                    0          15.87051304
          "BPM.8R4.B1"             7158.698                    5            0.2778744    0.002520114060951                    0          15.98705603
          "BPM.9R4.B1"             7197.763                    5          -0.38485786    0.004523934036948                    0           16.2323271
         "BPM.10R4.B1"             7238.226                    5          -0.28947536     0.01019956846963                    0           16.3476643
         "BPM.11R4.B1"             7290.065                    5            0.0572551    0.003214569895519                    0          16.40977378
         "BPM.12R4.B1"             7344.789                    5          -0.28311484    0.003487338679655                    0          16.57519743
         "BPM.13R4.B1"             7398.237                    5           0.37723696    0.004104994863165                    0          16.75811535
         "BPM.14R4.B1"             7451.686                    5          -0.15116682    0.008427198754142                    0          16.84945757
         "BPM.15R4.B1"             7505.134                    5          -0.41718318     0.00192642703413                    0          16.91090693
         "BPM.16R4.B1"             7558.583                    5          -0.20889462    0.006823031648309                    0           17.0715877
         "BPM.17R4.B1"             7612.031                    5           0.35996668     0.00588488645819                    0          17.25807613
         "BPM.18R4.B1"              7665.48                    5          -0.25246032     0.01135971986494                    0          17.34943939
         "BPM.19R4.B1"             7718.928                    5          -0.47111886    0.003134011189293                    0          17.41088335
         "BPM.20R4.B1"             7772.377                    5        0.00012533764    0.003151038470549                    0          17.57151836
         "BPM.21R4.B1"             7825.825                    5          0.048687172    0.002972192449879                    0          17.75803912
         "BPM.22R4.B1"             7879.274                    5          -0.22135522    0.006522053995009                    0          17.84942122
         "BPM.23R4.B1"             7932.722                    5           0.26283118    0.001996185754336                    0          17.91085978
         "BPM.24R4.B1"             7986.171                    5          -0.18540186    0.008667098087978                    0          18.07144904
         "BPM.25R4.B1"             8039.619                    5          -0.35235756    0.006046144237992                    0          18.25800209
         "BPM.26R4.B1"             8093.068                    5          -0.32205636     0.01167000770499                    0          18.34940304
         "BPM.27R4.B1"             8146.516                    5           0.45036794    0.005160351215043                    0          18.41083621
         "BPM.28R4.B1"             8199.965                    5         -0.071696578     0.00451319314902                    0          18.57137972
         "BPM.29R4.B1"             8253.413                    5          -0.68579022    0.002283831257768                    0          18.75796505
         "BPM.30R4.B1"             8306.862                    5           0.06605449     0.01009341551881                    0          18.84938486
         "BPM.31R4.B1"              8360.31                    5           0.16967538    0.001841081181759                    0          18.91081265
         "BPM.32R4.B1"             8413.759                    5          -0.18869456    0.005396449150934                    0          19.07131042
         "BPM.33R4.B1"             8467.208                    5          -0.50693404    0.003916728199741                    0            19.257928
         "BPM.34R4.B1"             8520.656                    5         0.0218582292      0.0120294095115                    0          19.34936668
         "BPM.33L5.B1"             8574.105                    5          -0.28588744    0.002690279368136                    0          19.41078909
         "BPM.32L5.B1"             8627.553                    5          -0.11334636     0.00400175099458                    0          19.57124112
         "BPM.31L5.B1"             8681.002                    5         0.0024584428    0.004128494461956                    0          19.75789094
         "BPM.30L5.B1"              8734.45                    5        -0.0127531678    0.008616618430809                    0           19.8493485
         "BPM.29L5.B1"             8787.899                    5          -0.19636842    0.003676696108986                    0          19.91076554
         "BPM.28L5.B1"             8841.347                    5          -0.15796854    0.005013780688325                    0          20.07117184
         "BPM.27L5.B1"             8894.796                    5           -0.2516161    0.006389578667503                    0          20.25785387
         "BPM.26L5.B1"             8948.244                    5          -0.18425194     0.01069209281753                    0          20.34933032
         "BPM.25L5.B1"             9001.693                    5         -0.072755312     0.00368550206125                    0          20.41074199
         "BPM.24L5.B1"             9055.141                    5           -0.1745743    0.003200164700169                    0          20.57110257
         "BPM.23L5.B1"              9108.59                    5           0.24045148    0.004160971267602                    0          20.75781678
         "BPM.22L5.B1"             9162.038                    5         -0.051726914    0.008409886747747                    0          20.84931213
         "BPM.21L5.B1"             9215.487                    5          -0.58526308    0.004518118903446                    0          20.91071845
         "BPM.20L5.B1"             9268.935                    5          0.028812696      0.0043078922127                    0          21.07103331
         "BPM.19L5.B1"             9322.384                    5         -0.101434816     0.00615129132983                    0          21.25777969
         "BPM.18L5.B1"             9375.832                    5          -0.49873788    0.009922383940858                    0          21.34929395
         "BPM.17L5.B1"             9429.281                    5           0.42185976    0.001241450475273                    0          21.41069491
         "BPM.16L5.B1"             9482.729                    5         -0.020890548    0.004262975411747                    0          21.57096406
         "BPM.15L5.B1"             9536.178                    5          -0.35330106    0.003734524996113                    0          21.75774258
         "BPM.14L5.B1"             9589.626                    5             0.104969    0.008854797492861                    0          21.84927577
         "BPM.13L5.B1"             9643.075                    5          -0.45873324    0.002304885943095                    0          21.91067138
         "BPM.12L5.B1"             9696.523                    5         -0.036908676    0.003434379713771                    0          22.07232275
         "BPM.11L5.B1"             9749.972                    5            0.1152005    0.005072931442492                    0          22.25432658
         "BPM.10L5.B1"             9802.753                    5          -0.25830268    0.009450529862067                    0          22.34586829
          "BPM.9L5.B1"             9841.818                    5         -0.028659674    0.005622847628286                    0          22.40140007
          "BPM.8L5.B1"             9882.281                    5         -0.057510956    0.005523466476176                    0          22.65457483
         "BPMR.7L5.B1"             9921.347                    5           0.22125308    0.005149433034987                    0          22.77898748
          "BPM.6L5.B1"             9958.241                    5            0.1172371     0.01013104642908                    0          22.84055372
         "BPMR.5L5.B1"             9990.141                    5           0.52489674     0.01447637659577                    0          22.85003547
        "BPMYA.4L5.B1"             10017.55                    5          0.090494902     0.02263838639964                    0          22.85333595
        "BPMWB.4L5.B1"             10038.68                    5          -0.46206194     0.02518327195093                    0          22.85474828
        "BPMSY.4L5.B1"              10131.4                    5          0.076273564     0.02848182633162                    0          22.85977996
         "BPMS.2L5.B1"             10158.25                    5           0.42386388     0.03583786429342                    0          22.86062357
        "BPMSW.1L5.B1"             10168.21                    5          -0.24217444     0.01732878159741                    0          22.86124962
        "BPMSW.1R5.B1"             10211.34                    5           -1.1035816     0.01690856311577                    0          23.35683152
         "BPMS.2R5.B1"              10221.3                    5           -1.9869258     0.02261226346386                    0          23.35763618
        "BPMSY.4R5.B1"             10248.03                    5         -0.012180956     0.03884296392715                    0          23.35888256
        "BPMWB.4R5.B1"             10340.87                    5          -0.56010386     0.01482256551393                    0          23.36480368
        "BPMYA.4R5.B1"                10362                    5          -0.51809782      0.0073464586787                    0          23.37075584
          "BPM.5R5.B1"             10383.12                    5          -0.68020676    0.004674736809113                    0          23.38486433
         "BPMR.6R5.B1"             10415.02                    5           0.54118872    0.002233487537893                    0           23.6774171
        "BPM_A.7R5.B1"             10449.03                    5           0.63646408    0.007766025829579                    0          23.83154809
          "BPM.8R5.B1"             10490.47                    5          -0.18577046     0.00297050350187                    0          23.89375006
          "BPM.9R5.B1"             10529.54                    5          -0.47960216     0.00516846271097                    0          24.13882839
         "BPM.10R5.B1"             10570.01                    5           0.16802734    0.001026930115745                    0          24.27181348
         "BPM.11R5.B1"             10622.79                    5          -0.26810158     0.01107036676907                    0          24.35194285
         "BPM.12R5.B1"             10677.51                    5          0.047055954    0.005498030048314                    0          24.41268259
         "BPM.13R5.B1"             10730.97                    5          -0.23324842    0.007778943691133                    0          24.57287302
         "BPM.14R5.B1"             10784.42                    5          -0.14698488    0.002535041432762                    0          24.75876689
         "BPM.15R5.B1"             10837.87                    5          0.062794722    0.007314775825377                    0          24.84978479
         "BPM.16R5.B1"             10891.32                    5          -0.17907664    0.003976050974351                    0          24.91133743
         "BPM.17R5.B1"             10944.77                    5          -0.18978364    0.005441516092655                    0          25.07287289
         "BPM.18R5.B1"             10998.22                    5          0.010698753    0.001804537613255                    0          25.25876689
         "BPM.19R5.B1"             11051.68                    5          -0.25607212    0.008762302397533                    0          25.34978479
         "BPM.20R5.B1"             11105.13                    5          -0.22888596     0.00515192001982                    0          25.41133743
         "BPM.21R5.B1"             11158.58                    5        -0.0189086598    0.007186976212448                    0          25.57287289
         "BPM.22R5.B1"             11212.03                    5          -0.17339498    0.001723152306041                    0          25.75876689
         "BPM.23R5.B1"             11265.48                    5         -0.065270926     0.00699315891683                    0          25.84978479
         "BPM.24R5.B1"             11318.93                    5         -0.021334944    0.005863132449482                    0          25.91133742
         "BPM.25R5.B1"             11372.38                    5          -0.11813368    0.005355708783142                    0          26.07287289
         "BPM.26R5.B1"             11425.84                    5          -0.13673642    0.002336063667328                    0          26.25876689
         "BPM.27R5.B1"             11479.29                    5           -0.2405063    0.008229226494648                    0          26.34978479
         "BPM.28R5.B1"             11532.74                    5          -0.43320122    0.004278691559092                    0          26.41133742
         "BPM.29R5.B1"             11586.19                    5        0.00644074618    0.007318740069369                    0          26.57287289
