@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Results/b1_30cm_beforeKmod' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam1' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 01:17:57"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ SEQUENCE %s "LHCB1"
@ Q1 %le 0.26998810745173746
@ Q2 %le 0.3219859684952381
@ FILES %s "/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean_liny"
*                 NAME                    S                COUNT                    Y                 STDY                 YMDL               MUYMDL
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.33R2.B1"             1802.639                    5           0.05871534    0.002250991056646                    0          4.317573876
         "BPM.34R2.B1"             1856.088                    5           -0.3215249    0.001254941692758                    0          4.428116968
         "BPM.33L3.B1"             1909.536                    5        0.00639766812    0.004212901414656                    0          4.559820933
         "BPM.32L3.B1"             1962.985                    5           0.43343674    0.004099635961233                    0          4.671010647
         "BPM.31L3.B1"             2016.433                    5          -0.22721508    0.002978703130864                    0          4.803505659
         "BPM.30L3.B1"             2069.882                    5          -0.05345412    0.003975723802532                    0          4.914109258
         "BPM.29L3.B1"              2123.33                    5           0.18847192    0.006671301626955                    0          5.045753951
         "BPM.28L3.B1"             2176.779                    5          0.048179184    0.001643305956906                    0           5.15687803
         "BPM.27L3.B1"             2230.227                    5         -0.052249962    0.002370972501856                    0          5.289426216
         "BPM.26L3.B1"             2283.676                    5         -0.088713672    0.001724583256267                    0          5.400098994
         "BPM.25L3.B1"             2337.124                    5           0.05509201    0.002909686912666                    0          5.531698078
         "BPM.24L3.B1"             2390.573                    5          -0.09309501     0.00387070404965                    0          5.642748974
         "BPM.23L3.B1"             2444.021                    5         -0.111792008       0.011975244115                    0          5.775335813
         "BPM.22L3.B1"              2497.47                    5           0.42652424    0.003679711026515                    0          5.886084306
         "BPM.21L3.B1"             2550.918                    5          0.053733382     0.01261231989851                    0          6.017652843
         "BPM.20L3.B1"             2604.367                    5          -0.31664706    0.004066038933241                    0          6.124963223
         "BPM.19L3.B1"             2657.815                    5          0.032648642    0.004820947622503                    0           6.25296634
         "BPM.18L3.B1"             2711.264                    5           0.51382712    0.004674147887033                    0          6.364041996
         "BPM.17L3.B1"             2764.712                    5          -0.38668978    0.002836068614438                    0          6.496209852
         "BPM.16L3.B1"             2818.161                    5          0.049849462    0.002614727086852                    0           6.60399547
         "BPM.15L3.B1"             2871.609                    5           0.11189818     0.00433656908602                    0          6.731502327
         "BPM.14L3.B1"             2925.058                    5         -0.016008602    0.002927691487728                    0          6.842017257
         "BPM.13L3.B1"             2978.506                    5          -0.33454238    0.008415724007228                    0          6.974621749
         "BPM.12L3.B1"             3031.955                    5            0.5235363    0.006253038392353                    0          7.089041947
         "BPM.11L3.B1"             3085.403                    5            0.1872194     0.00811187531661                    0          7.221441899
         "BPM.10L3.B1"             3138.184                    5          -0.41048972    0.005957541816038                    0          7.329280312
          "BPM.9L3.B1"             3177.249                    5          -0.37101968     0.01523609182887                    0          7.446567113
          "BPM.8L3.B1"             3217.712                    5          0.022750442    0.006859415930272                    0          7.613110673
          "BPM.7L3.B1"             3256.776                    5           0.21196764     0.01145571949424                    0          7.786634285
          "BPM.6L3.B1"             3329.415                    5          -0.92589262    0.004502071092912                    0          7.905753551
       "BPMWG.A5L3.B1"              3371.12                    5           0.45032412    0.008253801218216                    0          7.952399834
         "BPMW.5L3.B1"              3400.09                    5           0.16934674    0.005682445698344                    0          7.967965005
        "BPMWE.4L3.B1"             3475.218                    5          -0.39679576    0.009034600667799                    0          8.041329244
         "BPMW.4R3.B1"             3547.728                    5         -0.080774928    0.006389730777361                    0          8.122239552
        "BPMWE.4R3.B1"             3575.273                    5           0.42730644     0.01499044772989                    0           8.13355968
         "BPMW.5R3.B1"             3650.401                    5            0.8520974    0.007066199021568                    0          8.207147222
       "BPMWJ.A5R3.B1"             3679.119                    5          0.079167506     0.01330098504111                    0          8.270594653
        "BPMWC.6R3.B1"             3718.937                    5           0.23921986    0.005739530578245                    0          8.315529194
         "BPMR.6R3.B1"             3731.015                    5          -0.33273446     0.01586693233447                    0          8.323193215
        "BPM_A.7R3.B1"             3786.839                    5          -0.44882556      0.0105976198129                    0          8.394536487
          "BPM.8R3.B1"             3825.903                    5           0.14884332     0.01925561639236                    0          8.456383625
          "BPM.9R3.B1"             3864.968                    5         -0.052756234    0.009013628966072                    0          8.509065169
         "BPM.10R3.B1"             3905.431                    5           0.05532458     0.01871335314568                    0          8.572308453
         "BPM.11R3.B1"             3958.212                    5          -0.32434436    0.008144395744721                    0          8.674264088
         "BPM.12R3.B1"             4012.935                    5           0.05542373     0.02444686603353                    0          8.796502025
         "BPM.13R3.B1"             4066.384                    5        0.00082455928    0.005660052782205                    0          8.911225449
         "BPM.14R3.B1"             4119.833                    5           0.20136156     0.01508584398576                    0           9.04170967
         "BPM.15R3.B1"             4173.281                    5          -0.17635518    0.007698802472711                    0          9.148502905
         "BPM.16R3.B1"              4226.73                    5           0.26862696     0.01249213547808                    0          9.277477306
         "BPM.17R3.B1"             4280.178                    5          -0.47865818    0.004561880534799                    0          9.389222504
         "BPM.18R3.B1"             4333.627                    5           0.21916518    0.008705721852082                    0          9.520481009
         "BPM.19R3.B1"             4387.075                    5          -0.38264748    0.006183774442666                    0          9.627532199
         "BPM.20R3.B1"             4440.524                    5         0.0361156848     0.02542831435262                    0          9.755790667
         "BPM.21R3.B1"             4493.972                    5           0.08440717    0.009832777769163                    0          9.867170502
         "BPM.22R3.B1"             4547.421                    5         -0.049819686     0.02245682307498                    0          9.999114731
         "BPM.23R3.B1"             4600.869                    5           0.45340166    0.009843674658305                    0          10.11024382
         "BPM.24R3.B1"             4654.318                    5          0.002558052      0.0191576218903                    0          10.24249271
         "BPM.25R3.B1"             4707.766                    5          -0.15728852    0.008858427142886                    0          10.35313864
         "BPM.26R3.B1"             4761.215                    5         -0.006790287     0.01158107142411                    0          10.48503302
         "BPM.27R3.B1"             4814.663                    5            3.2376986     0.00545960117945                    0          10.59613477
         "BPM.28R3.B1"             4868.112                    5         -0.061238322     0.01020384708434                    0          10.72843009
         "BPM.29R3.B1"              4921.56                    5        -0.0144184602    0.004342610774834                    0          10.83910673
         "BPM.30R3.B1"             4975.009                    5           0.24060266    0.009931364571832                    0          10.97095802
         "BPM.31R3.B1"             5028.457                    5           -0.4831937    0.006864835262425                    0          11.08202552
         "BPM.32R3.B1"             5081.906                    5           0.42392364    0.009290820774213                    0          11.21436068
         "BPM.33R3.B1"             5135.354                    5          -0.51458492    0.007630846094227                    0           11.3250744
         "BPM.34R3.B1"             5188.803                    5          0.112102266     0.01210807231062                    0          11.45688985
         "BPM.33L4.B1"             5242.251                    5         -0.100719872    0.004568631593534                    0           11.5679173
         "BPM.32L4.B1"               5295.7                    5           0.10936664    0.003424302548932                    0          11.70028445
         "BPM.31L4.B1"             5349.148                    5           -0.4362722    0.003677998582414                    0          11.81104047
         "BPM.30L4.B1"             5402.597                    5          0.043392838    0.001470828597531                    0          11.94282843
         "BPM.29L4.B1"             5456.045                    5            0.2953779    0.003647373625533                    0          12.05381128
         "BPM.28L4.B1"             5509.494                    5          -0.02127643    0.001841509258402                    0          12.18620156
         "BPM.27L4.B1"             5562.942                    5           0.24958476    0.002369729953946                    0          12.29700381
         "BPM.26L4.B1"             5616.391                    5           -0.2184308    0.002456460395815                    0          12.42877347
         "BPM.25L4.B1"             5669.839                    5           0.19829768    0.001556279323846                    0          12.53970857
         "BPM.24L4.B1"             5723.288                    5         -0.081724352    0.002109023841002                    0           12.6721124
         "BPM.23L4.B1"             5776.736                    5          -0.14098092    0.002422114926633                    0          12.78296335
         "BPM.22L4.B1"             5830.185                    5           0.14625788    0.002489168013175                    0          12.91472449
         "BPM.21L4.B1"             5883.634                    5           -0.2657063    0.002807726353517                    0          13.02561017
         "BPM.20L4.B1"             5937.082                    5             0.238607    0.002358763677059                    0          13.15893512
         "BPM.19L4.B1"             5990.531                    5         -0.040440416    0.002361215412927                    0          13.26700231
         "BPM.18L4.B1"             6043.979                    5           0.01593363    0.002545531771623                    0          13.39344321
         "BPM.17L4.B1"             6097.428                    5          -0.16044716    0.002437838567792                    0          13.50350475
         "BPM.16L4.B1"             6150.876                    5           -0.2227485    0.001204059626519                    0          13.63715318
         "BPM.15L4.B1"             6204.325                    5           0.51183916    0.003951801458388                    0          13.74605566
         "BPM.14L4.B1"             6257.773                    5         -0.071900756    0.003178920199666                    0          13.87232486
         "BPM.13L4.B1"             6311.222                    5          -0.20533246    0.004784454528012                    0          13.98151518
         "BPM.12L4.B1"              6364.67                    5         -0.059967354    0.003137477569756                    0          14.11120199
         "BPM.11L4.B1"             6418.119                    5           0.77868856    0.001997857921527                    0          14.21093744
         "BPM.10L4.B1"             6469.957                    5         -0.014521045    0.003808486551968                    0          14.32566758
          "BPM.9L4.B1"             6509.022                    5          -0.44844196    0.002703926553481                    0          14.38490092
          "BPM.8L4.B1"             6549.485                    5           -0.3569408    0.003656598797275                    0          14.45632231
          "BPM.7L4.B1"             6588.549                    5           0.75347754    0.004551112094263                    0           14.4988639
        "BPMYB.6L4.B1"             6685.153                    5            0.2458075    0.003259195211737                    0          14.57396589
        "BPMYA.5L4.B1"             6722.153                    5           0.55986948    0.003574939962281                    0          14.58980757
       "BPMWA.B5L4.B1"              6824.62                    5          -0.20344216    0.002104543519777                    0          14.66514999
       "BPMWA.A5L4.B1"             6833.505                    5          -0.49315622    0.003433528198487                    0           14.6714496
       "BPMWA.A5R4.B1"             6881.554                    5           -0.4170001    0.004965754509861                    0          14.70298764
       "BPMWA.B5R4.B1"             6890.439                    5        0.00160264736    0.004435561274283                    0           14.7082793
        "BPMYB.5R4.B1"             6992.829                    5           0.41099284    0.003153836913141                    0          14.75674101
        "BPMYA.6R4.B1"             7024.393                    5            0.7316486    0.004658618147503                    0          14.78078995
          "BPM.7R4.B1"             7120.909                    5         -0.033161106    0.003380566735606                    0          15.01036668
          "BPM.8R4.B1"             7158.698                    5          0.047785064    0.004781404465184                    0          15.10354418
          "BPM.9R4.B1"             7197.763                    5         -0.103575254    0.005332346657137                    0           15.1694697
         "BPM.10R4.B1"             7238.226                    5            0.1884797    0.003968153347871                    0          15.21799429
         "BPM.11R4.B1"             7290.065                    5          0.014878124    0.003767984684842                    0          15.36379659
         "BPM.12R4.B1"             7344.789                    5         -0.063489834    0.005858918093901                    0          15.55282457
         "BPM.13R4.B1"             7398.237                    5         -0.096492506    0.003411394155486                    0           15.6443497
         "BPM.14R4.B1"             7451.686                    5          -0.11958638    0.006518497286784                    0          15.71247875
         "BPM.15R4.B1"             7505.134                    5           0.16915978    0.002927695817842                    0          15.90920735
         "BPM.16R4.B1"             7558.583                    5          -0.15749846    0.004463794380863                    0          16.06431664
         "BPM.17R4.B1"             7612.031                    5           0.24310362    0.004550170026034                    0          16.14433175
         "BPM.18R4.B1"              7665.48                    5          -0.26339998    0.004134343592619                    0          16.21245008
         "BPM.19R4.B1"             7718.928                    5           0.15657754    0.002422205931505                    0          16.40913638
         "BPM.20R4.B1"             7772.377                    5          -0.33388442     0.00348558738663                    0          16.56428746
         "BPM.21R4.B1"             7825.825                    5          -0.16864512    0.006379117862042                    0          16.64431359
         "BPM.22R4.B1"             7879.274                    5           0.45247452    0.005999315165736                    0           16.7124214
         "BPM.23R4.B1"             7932.722                    5         -0.025583914    0.002938679253189                    0          16.90906541
         "BPM.24R4.B1"             7986.171                    5         -0.088317764     0.00449056689481                    0          17.06425828
         "BPM.25R4.B1"             8039.619                    5           0.14808764    0.006728228706473                    0          17.14429543
         "BPM.26R4.B1"             8093.068                    5       0.006578710818    0.006675769098717                    0          17.21239274
         "BPM.27R4.B1"             8146.516                    5          -0.16614034    0.002757687388849                    0          17.40899443
         "BPM.28R4.B1"             8199.965                    5           0.36954398    0.005154329252365                    0           17.5642291
         "BPM.29R4.B1"             8253.413                    5           0.08888981    0.002600752162114                    0          17.64427727
         "BPM.30R4.B1"             8306.862                    5          -0.89459916    0.004057092803808                    0          17.71236409
         "BPM.31R4.B1"              8360.31                    5           0.24099782     0.00472322122008                    0          17.90892344
         "BPM.32R4.B1"             8413.759                    5            0.2343152    0.003452169135518                    0           18.0641999
         "BPM.33R4.B1"             8467.208                    5          0.007090472    0.007055926998119                    0          18.14425911
         "BPM.34R4.B1"             8520.656                    5           0.15030312    0.002431307148393                    0          18.21233544
         "BPM.33L5.B1"             8574.105                    5          -0.17787034    0.006716353219019                    0          18.40885245
         "BPM.32L5.B1"             8627.553                    5           0.29404794    0.002790624843754                    0           18.5641707
         "BPM.31L5.B1"             8681.002                    5          -0.22105356    0.005325225805411                    0          18.64424095
         "BPM.30L5.B1"              8734.45                    5           0.12063542    0.001700586205348                    0           18.7123068
         "BPM.29L5.B1"             8787.899                    5         -0.078100538    0.002610122315202                    0          18.90878146
         "BPM.28L5.B1"             8841.347                    5            0.3366299    0.001973633910384                    0          19.06414149
         "BPM.27L5.B1"             8894.796                    5         -0.064239874    0.004187273368655                    0          19.14422279
         "BPM.26L5.B1"             8948.244                    5           0.21942056    0.001972760253709                    0          19.21227816
         "BPM.25L5.B1"             9001.693                    5           0.01397778    0.003539378249984                    0          19.40871045
         "BPM.24L5.B1"             9055.141                    5          -0.37090632    0.001986915118936                    0          19.56411227
         "BPM.23L5.B1"              9108.59                    5           0.08228736    0.005726308397977                    0          19.64420463
         "BPM.22L5.B1"             9162.038                    5          -0.26133758    0.003324298385194                    0          19.71224954
         "BPM.21L5.B1"             9215.487                    5           0.14699976    0.009389060268345                    0          19.90863945
         "BPM.20L5.B1"             9268.935                    5          0.027259556    0.004060663325774                    0          20.06408304
         "BPM.19L5.B1"             9322.384                    5          0.100369914    0.007065152211215                    0          20.14418647
         "BPM.18L5.B1"             9375.832                    5         0.0068292626    0.002002880222467                    0          20.21222092
         "BPM.17L5.B1"             9429.281                    5         -0.027215754    0.003641397943796                    0          20.40856843
         "BPM.16L5.B1"             9482.729                    5          0.019335084    0.003706974846211                    0           20.5640538
         "BPM.15L5.B1"             9536.178                    5          -0.11912858     0.00490585345458                    0          20.64416831
         "BPM.14L5.B1"             9589.626                    5           -0.0292238    0.002590534561912                    0          20.71219231
         "BPM.13L5.B1"             9643.075                    5          0.071664714    0.003310885756042                    0          20.90849741
         "BPM.12L5.B1"             9696.523                    5            0.2036945    0.002254812896945                    0          21.06155189
         "BPM.11L5.B1"             9749.972                    5           -0.0866838    0.009818247777355                    0          21.14108838
         "BPM.10L5.B1"             9802.753                    5            0.2587881    0.003560657098377                    0          21.19300847
          "BPM.9L5.B1"             9841.818                    5          -0.10950339     0.01005141438727                    0          21.26198052
          "BPM.8L5.B1"             9882.281                    5           0.44334878    0.002314399080073                    0          21.49192646
         "BPMR.7L5.B1"             9921.347                    5         0.0156358792     0.01132697698281                    0          21.66027995
          "BPM.6L5.B1"             9958.241                    5          -0.28231572    0.005747726392743                    0          21.72320101
         "BPMR.5L5.B1"             9990.141                    5           0.15845886    0.004050968627207                    0          22.10539364
        "BPMYA.4L5.B1"             10017.55                    5           0.02477516    0.004815544060745                    0          22.12747061
        "BPMWB.4L5.B1"             10038.68                    5         -0.083692878    0.003393631307357                    0          22.13346174
        "BPMSY.4L5.B1"              10131.4                    5          -0.32299076      0.0076315943049                    0          22.13941891
         "BPMS.2L5.B1"             10158.25                    5           -1.5694914    0.006120302495819                    0          22.14067643
        "BPMSW.1L5.B1"             10168.21                    5          -0.69146442    0.007265851630609                    0          22.14148648
        "BPMSW.1R5.B1"             10211.34                    5           -1.0689678    0.008260915770066                    0          22.63703904
         "BPMS.2R5.B1"              10221.3                    5            1.5836512    0.008967526379119                    0          22.63766922
        "BPMSY.4R5.B1"             10248.03                    5          -0.23628566      0.0110167261601                    0          22.63851284
        "BPMWB.4R5.B1"             10340.87                    5          -0.26509656    0.006583438566479                    0          22.64358374
        "BPMYA.4R5.B1"                10362                    5           0.12080072    0.006967719693115                    0          22.64500549
          "BPM.5R5.B1"             10383.12                    5          -0.28887484    0.005256225388873                    0          22.64725348
         "BPMR.6R5.B1"             10415.02                    5           -0.2443976    0.003771235117071                    0          22.65543003
        "BPM_A.7R5.B1"             10449.03                    5           -0.5716423    0.003575710889916                    0          22.69697694
          "BPM.8R5.B1"             10490.47                    5            0.3535119    0.002927354145338                    0          22.93500326
          "BPM.9R5.B1"             10529.54                    5         -0.102348014    0.006433776956361                    0           23.0677672
         "BPM.10R5.B1"             10570.01                    5           0.08857817    0.002210637993038                    0          23.13092469
         "BPM.11R5.B1"             10622.79                    5          0.079239322     0.00650468478063                    0          23.19756227
         "BPM.12R5.B1"             10677.51                    5         -0.090995704    0.002450684985861                    0          23.41029554
         "BPM.13R5.B1"             10730.97                    5          -0.10158314    0.004935815519586                    0          23.56501369
         "BPM.14R5.B1"             10784.42                    5          0.030851542    0.004141228902275                    0          23.64477267
         "BPM.15R5.B1"             10837.87                    5          -0.32221596    0.003427127313459                    0          23.71315452
         "BPM.16R5.B1"             10891.32                    5           0.30116744     0.00178702110637                    0          23.91089257
         "BPM.17R5.B1"             10944.77                    5          -0.34674864    0.005151540348928                    0          24.06501397
         "BPM.18R5.B1"             10998.22                    5           0.29691932    0.004204625221087                    0          24.14477267
         "BPM.19R5.B1"             11051.68                    5          -0.25843208    0.005242916939432                    0          24.21315452
         "BPM.20R5.B1"             11105.13                    5          0.014371884   0.0008626164590616                    0          24.41089257
         "BPM.21R5.B1"             11158.58                    5          -0.15533872    0.007270776485756                    0          24.56501397
         "BPM.22R5.B1"             11212.03                    5           0.06517007     0.00391314424614                    0          24.64477267
         "BPM.23R5.B1"             11265.48                    5          -0.36438462     0.00661635047121                    0          24.71315452
         "BPM.24R5.B1"             11318.93                    5          -0.01505781    0.002270197191369                    0          24.91089257
         "BPM.25R5.B1"             11372.38                    5          -0.27029992    0.004582666489917                    0          25.06501397
