@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Results/b2_3files_12percent_30cm_beforecorrection' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam2' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 00:32:15"
@ FILES %s ""
*                 NAME                    S                X1010             X1010RMS           X1010PHASE        X1010PHASERMS               X1010M          X1010MPHASE
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.18R1.B2"          4003.671937     0.00261878570266    0.001886104733313     0.05768427225437     0.02691237468332                    0                    0
         "BPM.19R1.B2"          4057.120453    0.006295284808202   0.0001072015619579    -0.05859485621353     0.01113895605974                    0                    0
         "BPM.20R1.B2"          4110.568969    0.008743328792657   0.0001968616437911     -0.2130027585994    0.006733107967629                    0                    0
         "BPM.21R1.B2"          4164.017485    0.007159352788526   0.0001393891534863      0.1775805873154      0.4351042839556                    0                    0
         "BPM.22R1.B2"          4217.466001    0.004088135504542   0.0001745664658408      0.0970440802943     0.02650373279468                    0                    0
         "BPM.23R1.B2"          4270.914517    0.006563244210673   0.0008245116751134    -0.06732047950893     0.01007223958739                    0                    0
         "BPM.24R1.B2"          4324.363033    0.008048123806296   0.0003433211998412     -0.2085833536048     0.01923951472318                    0                    0
         "BPM.25R1.B2"          4377.811549    0.005876142875155    0.001813068503497      0.4016907207102      0.1840285050533                    0                    0
         "BPM.26R1.B2"          4431.260065    0.004204751204335   0.0006436147609297     0.08613280616027     0.01615135715085                    0                    0
         "BPM.27R1.B2"           4484.70858    0.005982679593612   0.0006922676339992    -0.05394132238867    0.007540235132311                    0                    0
         "BPM.28R1.B2"          4538.157096    0.007599817481002   0.0004056589683108     -0.1965368554495     0.01100252883169                    0                    0
         "BPM.29R1.B2"          4591.605612    0.006188038141976   0.0005870598765523      0.4799373493662      0.0194594827231                    0                    0
         "BPM.30R1.B2"          4645.054128    0.003908474449985   8.025383575335e-05      0.0962409740319     0.01935409509395                    0                    0
         "BPM.31R1.B2"          4698.502644    0.006067834558272   0.0002393728808423    -0.05613520488207    0.007679884769079                    0                    0
         "BPM.32R1.B2"           4751.95116    0.007792801486271   0.0003721890290159     -0.1993180161003     0.01592066687644                    0                    0
         "BPM.33R1.B2"          4805.399676    0.007384408479894   0.0003070828612567      0.4795566513498      0.0332355139933                    0                    0
         "BPM.34R1.B2"          4858.848192    0.003510815864195   0.0005172133565441     0.08264874373733     0.03630896935142                    0                    0
         "BPM.33L2.B2"          4912.296708    0.006034701943835    0.000165131367021    -0.05486276608433    0.006091797695594                    0                    0
         "BPM.32L2.B2"          4965.745224    0.008333665363155    0.000618736400184     -0.2003525345361     0.01251089741618                    0                    0
         "BPM.31L2.B2"           5019.19374    0.005602095887091    0.001254420685225      0.4103209148377       0.112228437228                    0                    0
         "BPM.30L2.B2"          5072.642255    0.003454557217794   0.0005439490631731     0.06571095099157     0.01324853418826                    0                    0
         "BPM.29L2.B2"          5126.090771    0.005644227380683    0.001081933721251     -0.0369656948694     0.02327438037153                    0                    0
         "BPM.28L2.B2"          5179.539287    0.007769033437978   0.0006611642029037     -0.1980862593378     0.02275286515377                    0                    0
         "BPM.27L2.B2"          5232.987803    0.006336844509771   0.0001793275172034       0.441891340773     0.04220805198618                    0                    0
         "BPM.26L2.B2"          5286.436319    0.003659037130892   0.0003542496981965     0.07044552567397    0.006128984135778                    0                    0
         "BPM.25L2.B2"          5339.884835     0.00588018399244   0.0001711633920737    -0.04996336031713      0.0214186420581                    0                    0
         "BPM.24L2.B2"          5393.333351    0.008306980958051   0.0003561389613135     -0.2058955681836    0.008327914274844                    0                    0
         "BPM.23L2.B2"          5446.781867    0.006037664501498    0.001778270521613       -0.24525726029       0.281749285119                    0                    0
         "BPM.22L2.B2"          5500.230383    0.004291678691147   0.0001651470678827     0.07760496397533     0.02289964469245                    0                    0
         "BPM.21L2.B2"          5553.678899    0.005923483311525   0.0003862066526427    -0.05107023405183     0.02046066815081                    0                    0
         "BPM.20L2.B2"          5607.127414    0.007966946424296   0.0004210193058749      -0.202711802233     0.00745052044763                    0                    0
         "BPM.19L2.B2"           5660.57593     0.00634843220099   0.0008532542653795     -0.2679030495545      0.5367071187351                    0                    0
         "BPM.18L2.B2"          5714.024446    0.004153269771861   0.0001811757096222     0.09660366622773    0.005316261375719                    0                    0
         "BPM.17L2.B2"          5767.472962    0.005651095169819   9.033249776308e-05     -0.0636489665149     0.01024348693616                    0                    0
         "BPM.16L2.B2"          5820.921478    0.007560966688286   0.0006580649209517     -0.1969406935388     0.01140746925252                    0                    0
         "BPM.15L2.B2"          5874.369994    0.006529017379744   0.0008500318609492     -0.1309984239328       0.448639483514                    0                    0
         "BPM.14L2.B2"           5927.81851    0.003418498012964   0.0003306246104643      0.0739674969227    0.009204026434384                    0                    0
         "BPM.13L2.B2"          5981.267026    0.006102729187053   0.0002255826922101    -0.04049866836563     0.00301636859615                    0                    0
         "BPM.12L2.B2"          6034.715542    0.008122571939577   0.0002677004307218     -0.2015615988437     0.01044614835612                    0                    0
         "BPM.11L2.B2"          6088.164058    0.007851415965947   0.0002405260963791     -0.4750066026269     0.02070785279428                    0                    0
         "BPM.10L2.B2"          6140.002768    0.003806179764717   0.0003203913292439      0.1256658952439     0.02403543643373                    0                    0
          "BPM.9L2.B2"          6179.067779    0.004604470398796   0.0001474147530456    -0.02969879852307    0.006180304571796                    0                    0
          "BPM.8L2.B2"          6219.530789    0.008172384517666   0.0001678252259933     -0.2960034088139     0.02512630883657                    0                    0
          "BPM.7L2.B2"            6258.5968    0.005555559131779    0.001489979170671     -0.2093453092126      0.4210666662507                    0                    0
          "BPM.6L2.B2"            6290.7028     0.00482913149464   0.0006210807489053      0.1271884706871     0.03540979181478                    0                    0
        "BPMYB.5L2.B2"            6362.9018    0.007462553132711   0.0008733796440259    -0.09677881591553     0.01455221995451                    0                    0
        "BPMYB.4L2.B2"            6383.4718    0.007432026810349   0.0004591652153479     -0.1483845783509     0.01435443728184                    0                    0
        "BPMWB.4L2.B2"            6407.8633    0.008162753549257    0.000453560851345     -0.1657994270302     0.01196072198025                    0                    0
         "BPMS.2L2.B2"            6496.0078    0.006950241753383   0.0003958949083722     -0.2453584615955      0.0485759363571                    0                    0
        "BPMSW.1L2.B2"            6505.9418    0.003434963338844     0.00485777174007     -0.2745912556092     0.03901776432663                    0                    0
         "BPMS.2R2.B2"            6559.0658    0.006854301601988    0.001826131783693     -0.1551471498153     0.04072432766778                    0                    0
        "BPMSX.4R2.B2"            6597.0373     0.02282378312785    0.001728232838042       0.342164456173      0.2102847178868                    0                    0
        "BPMWB.4R2.B2"            6647.1343     0.00695494167216   0.0004680139861736     -0.3173111833715     0.02119970174867                    0                    0
        "BPMYB.4R2.B2"            6671.6018    0.005171576028679   0.0007945675003027      0.2036277517384      0.4379152096973                    0                    0
          "BPM.5R2.B2"            6701.1358    0.003781647622245    0.002675202182417      0.2825876396787     0.07202533357195                    0                    0
         "BPMR.6R2.B2"            6774.4318     0.01156670322492    0.008824121388647     -0.3284522382113      0.3110201466603                    0                    0
        "BPM_A.7R2.B2"            6787.3068     0.00815086938286   0.0007030858443034     -0.1737759841223     0.03097367307223                    0                    0
          "BPM.8R2.B2"          6828.745789    0.008275936353755   0.0008174482741057     -0.3343660867995     0.03266720216543                    0                    0
          "BPM.9R2.B2"          6867.812779    0.005716968432292   0.0003018996574334    -0.02205564141953    0.005832162965436                    0                    0
         "BPM.10R2.B2"          6908.277768    0.005160585196224   0.0003788013869909     -0.1357077635628     0.00236242321414                    0                    0
         "BPM.11R2.B2"          6960.118458    0.005848511879758   0.0005363352105683     -0.2138165729797     0.02486567849954                    0                    0
         "BPM.12R2.B2"          7014.844942    0.007791827300915    0.001128130820568     -0.1545695047424      0.4432533837711                    0                    0
         "BPM.13R2.B2"          7068.296426    0.006307535431185   0.0006084156109065    -0.05405497872573    0.004207790392995                    0                    0
         "BPM.14R2.B2"           7121.74791    0.004643886573301   0.0001267791147513     -0.1223637994486     0.02261729077304                    0                    0
         "BPM.15R2.B2"          7175.199394    0.007035817197295    0.001305746522129     -0.2397808327217     0.01058386844194                    0                    0
         "BPM.16R2.B2"          7228.650878    0.005652709521597    0.001350201362958      0.2719765841487      0.1487548699129                    0                    0
         "BPM.17R2.B2"          7282.102362    0.006739852280795   0.0005617041177109    -0.05113067542467     0.00785437628662                    0                    0
         "BPM.18R2.B2"          7335.553846    0.005087332471162   0.0002672804218174     -0.1499744262977     0.01073987109346                    0                    0
         "BPM.19R2.B2"           7389.00533    0.006211758734129    0.001014998791014     -0.2322011491701     0.01834767650618                    0                    0
         "BPM.20R2.B2"          7442.456814    0.006263027254034   0.0009625225663164      0.3511589888042      0.1180261490655                    0                    0
         "BPM.21R2.B2"          7495.908299    0.006765948220663   0.0004318472204955    -0.04885154446943    0.003866129372436                    0                    0
         "BPM.22R2.B2"          7549.359783    0.005324517545896   0.0006052287077534     -0.1409832826634     0.01225664918367                    0                    0
         "BPM.23R2.B2"          7602.811267    0.006792486709672    0.000376430148499     -0.2506260443446     0.01110208145159                    0                    0
         "BPM.24R2.B2"          7656.262751    0.006537397815965    0.001139461658947      0.3880612082628       0.118285498796                    0                    0
         "BPM.25R2.B2"          7709.714235    0.006625523998114   0.0001986483732868      -0.060342000049    0.007814521721675                    0                    0
         "BPM.26R2.B2"          7763.165719    0.005223939405165   0.0004191149146249     -0.1395779175015     0.03704644115226                    0                    0
         "BPM.27R2.B2"          7816.617203       0.006880752174    0.001228804632216     -0.2515427738245     0.02025355677298                    0                    0
         "BPM.28R2.B2"          7870.068687     0.00586451932688   0.0006270278763682      0.3037847109518     0.07310977401315                    0                    0
         "BPM.29R2.B2"          7923.520171    0.006630240972919   0.0005016077459627     -0.0662421155687     0.01288694577761                    0                    0
         "BPM.30R2.B2"          7976.971655    0.006442511240792   0.0002190597288604     -0.1390242444368     0.01667548727294                    0                    0
         "BPM.31R2.B2"           8030.42314    0.005987647682546   0.0002654806663988     -0.2676636122795     0.01485595362062                    0                    0
         "BPM.32R2.B2"          8083.874624    0.005044228123549   0.0009600245369991      0.3608882620206     0.06126489621298                    0                    0
         "BPM.33R2.B2"          8137.326108    0.007097574004831   0.0003408147902542    -0.06727221131493    0.002158076703662                    0                    0
         "BPM.34R2.B2"          8190.777592     0.00649613700128   0.0004802471491933     -0.1427211494051      0.0126101274075                    0                    0
         "BPM.33L3.B2"          8244.229076    0.006215463669566    0.000491301710895     -0.2764887685508     0.01116372523089                    0                    0
         "BPM.32L3.B2"           8297.68056    0.005227668539603   0.0003876058573475      0.3015972169786      0.0596572980505                    0                    0
         "BPM.31L3.B2"          8351.132044    0.006690473783112   0.0003461573497512    -0.07655031795187     0.01600640452703                    0                    0
         "BPM.30L3.B2"          8404.583528    0.006337333967239   0.0002930260914318     -0.1453129401286     0.02444284363594                    0                    0
         "BPM.29L3.B2"          8458.035012    0.005403720035765   0.0007064179113394     -0.2817950079745     0.01617329798037                    0                    0
         "BPM.28L3.B2"          8511.486496    0.005516681799514   0.0002578855707143      0.2986137202733     0.04491119498089                    0                    0
         "BPM.27L3.B2"           8564.93798    0.007336498969953      0.0003210424484    -0.08804096428097    0.002136037145388                    0                    0
         "BPM.26L3.B2"          8618.389465     0.00687817543725   0.0002763383115201     -0.1488591875105    0.008912312294321                    0                    0
         "BPM.25L3.B2"          8671.840949    0.005518347827565   0.0006221995550526     -0.2957847363843     0.03070639204617                    0                    0
         "BPM.24L3.B2"          8725.292433    0.005192234226112   0.0006217861500543      0.1273013552361     0.04191927691471                    0                    0
         "BPM.23L3.B2"          8778.743917    0.006729181124121   5.294454319763e-05    -0.08762012945583    0.004017445460645                    0                    0
         "BPM.22L3.B2"          8832.195401    0.006885849582153   0.0005942980414824      -0.166830879356     0.01843983649078                    0                    0
         "BPM.21L3.B2"          8885.646885    0.004848160298016    0.000758126521457     -0.3244145799704     0.02694627010533                    0                    0
         "BPM.20L3.B2"          8939.098369    0.005341290458077   0.0004839004784754      0.1887395721602     0.09559112661569                    0                    0
         "BPM.19L3.B2"          8992.549853    0.007091397807514    0.000161676226496     -0.0921071053084    0.006572442464821                    0                    0
         "BPM.18L3.B2"          9046.001337    0.007159652801216    0.001016306616262     -0.1775045531282     0.01115113073619                    0                    0
         "BPM.17L3.B2"          9099.452821    0.005240258160531   0.0004093042582228     -0.3244057671331     0.02339319515111                    0                    0
         "BPM.16L3.B2"          9152.904306    0.004638011479727   0.0001059080436213      0.1596121619816     0.07054129062211                    0                    0
         "BPM.15L3.B2"           9206.35579    0.006806883469514   2.931681759055e-05     -0.0874623661589    0.003571988036014                    0                    0
         "BPM.14L3.B2"          9259.807274    0.006514837527963    0.001002847556767     -0.1633619060309     0.01645115134019                    0                    0
         "BPM.13L3.B2"          9313.258758     0.00547166878941   0.0002756613596038     -0.3353629692726     0.02690754905544                    0                    0
         "BPM.12L3.B2"          9366.710242    0.005210955578822    0.000798999695959      0.1415710803727     0.06769866829001                    0                    0
         "BPM.11L3.B2"          9420.161726    0.007135656674743   0.0004666142531524    -0.06748907491373    0.002883150041667                    0                    0
         "BPM.10L3.B2"          9472.944415    0.007107724737359    0.000514493469512      -0.126592903007    0.004712126290617                    0                    0
          "BPM.9L3.B2"          9512.011405    0.007123005227538   0.0005167176671595     -0.1749362346365     0.01146351602398                    0                    0
          "BPM.8L3.B2"          9552.476394     0.00535905545293   0.0008498068618369     -0.2677283604776     0.02040262700592                    0                    0
          "BPM.7L3.B2"          9591.542384    0.002790683041386    0.001987598068791      0.2945238202003     0.06917437839733                    0                    0
         "BPMR.6L3.B2"          9664.181384    0.007868169222041    0.001949129487839     -0.1101817583385      0.1046152913582                    0                    0
         "BPMW.5L3.B2"          9734.779884    0.007043259125475    0.001306100997412     -0.1468259837938     0.03125217514143                    0                    0
         "BPMW.4R3.B2"          9882.417884    0.007052514079893   0.0006086844243013    -0.07218693501987      0.0314217442988                    0                    0
        "BPMWE.4R3.B2"          9909.962884    0.006559409065871   0.0008238817995174     -0.0928830285392     0.01006010273867                    0                    0
         "BPMW.5R3.B2"          9985.090884    0.005572197079276   0.0006413469721772     -0.1686006760187     0.01419528795369                    0                    0
       "BPMWE.A5R3.B2"          10013.80888    0.005120611428298   0.0007100570376198       -0.20804592161     0.01555489481131                    0                    0
        "BPMWC.6R3.B2"          10053.62688    0.004944764528683   0.0006197237998673     -0.3131933084146     0.02139008502847                    0                    0
          "BPM.6R3.B2"          10065.78138    0.005230923997106   0.0006393721047258     -0.3276416624004     0.04212582782153                    0                    0
          "BPM.8R3.B2"          10160.67137    0.006032326438804   0.0001622780869902    0.002160761208367    0.004586862177907                    0                    0
          "BPM.9R3.B2"          10199.73836    0.004273754736308    0.000492011417093    -0.08271664932345     0.03664021624858                    0                    0
         "BPM.10R3.B2"          10240.20335    0.005904585870809   0.0005537550586836      -0.119837792033    0.008275321345247                    0                    0
