@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Results/b2_3files_12percent_30cm_beforecorrection' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam2' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 00:32:15"
@ CG %le 0.00032270993110702055
@ CG_std %le 1.4712342740360174e-05
@ QG %le 1.8687164879952562
@ Q1F %le 0.2799881659850902
@ Q2F %le 0.3099859594100752
@ FILES %s "/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds"
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPMW.5L7.B2"          23068.23948                    3     0.01759424951523    0.001507233885015   -0.003868400932332    -0.01716371434832    0.008606874471124   0.0008720513958065   -0.008193023326572    0.002636789133007      0.7147187731549      0.1298377931989      0.4504446859414      0.1158042562762                    0                    0                    0                    0
         "BPMW.4L7.B2"          23131.42948                    3    0.008864113961966   0.0008850309689243   -0.003141643511594   -0.008288702695645    0.008796124216603   0.0006253214939996   -0.006707091327092    0.005690933769072      0.6923386964386     0.04778356911668      0.3880154447431     0.08006159479648                    0                    0                    0                    0
        "BPMWE.4R7.B2"          23275.58148                    3     0.01124414280919    0.001591580027175   0.0001279666363274    -0.01124341460827     0.01700902843689    0.001309381085329     0.01588338653861   -0.006084823779862       0.751811339712      0.1447817647776      0.9417735647032     0.08581911415721                    0                    0                    0                    0
         "BPM.19R7.B2"          24051.28285                    3    0.009309898773374   0.0005213293979346   -0.005790672426739    0.007289878463779    0.009707250948998   0.0006343438551848   -0.007136820153693    0.006580009048676      0.3568379655757     0.03746451216743      0.3814570762289     0.07378027692255                    0                    0                    0                    0
         "BPM.20R7.B2"          24104.73137                    3      0.0089645399987   0.0006422801817804    -0.00736139782217    0.005115935837365    0.008599673200715   0.0003154701187506    0.001893139851904    0.008388706733473      0.4033387118109     0.04025637485484      0.2146741410321     0.06379206227103                    0                    0                    0                    0
         "BPM.31R7.B2"          24692.66504                    3     0.01006411844763   0.0006714593612541   -0.007433156148378    0.006784885393412    0.009971811272097   0.0006734490019072   -0.005415514118153    0.008373125275691      0.3822516377682     0.03542877638261       0.341371420366     0.06698884357729                    0                    0                    0                    0
         "BPM.32L8.B2"          24959.90762                    3    0.007540964181597   0.0003572485193745   -0.007204008855789    0.002228990173562    0.007514951313412   0.0003601475597182    0.004121470232664    0.006283945923081      0.4522428491271     0.04084800540797      0.1576117065092     0.06351638189302                    0                    0                    0                    0
         "BPM.30L8.B2"          25066.80466                    3    0.007353844485723   0.0007473552471157   -0.006924964331761    0.002474651030758    0.006787110493756   0.0005548331225239   -0.002577036582378   -0.006278833594509      0.4453765015326     0.04150716872635      0.6880143497388     0.06888294183629                    0                    0                    0                    0
          "BPM.8L8.B2"          26213.69319                    3    0.005891491939726    0.000740862318003   -0.005888713652197   0.0001809110230964     0.01017751795457   0.0006006837009452    0.004167911990572     0.00928495456933       0.495112034312      0.0481039145626      0.1828478414406     0.02159560099225                    0                    0                    0                    0
       "BPMWI.A5L8.B2"           26347.1487                    3      0.1282428288846    0.006602223114308     -0.1282268052723   -0.002027207437152       0.131884305744    0.006788161344112     -0.1303371558808     -0.0201418941135      0.5025159576208     0.07459774935952      0.5244022707599     0.07823104936934                    0                    0                    0                    0
        "BPMWB.4L8.B2"           26395.6867                    3     0.01275540439463    0.002632568099151     0.01046529987532     0.00729231374738     0.01094503144644    0.001531798489932    0.008588420390301    0.006784743809689     0.09685868268866      0.1054824762242      0.1064119186349     0.09142154491491                    0                    0                    0                    0
        "BPMWI.4R8.B2"           26625.1677                    3       0.104241303497    0.005043187101828    -0.09623604884449     0.04006085692488       0.106909621626    0.005295731936944     -0.1041304916212    -0.02421792540529      0.4372198877899      0.1186486353795      0.5363685910196      0.1255603296204                    0                    0                    0                    0
