@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Results/b2_3files_12percent_30cm_beforecorrection' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam2' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 00:32:15"
@ DQMIN %le 0.001655152059790549
@ DQMINE %le 0.0014880871438
@ FILES %s ""
*                 NAME                    S                 DETC                DETCE                GAMMA               GAMMAE                  C11                  C12                  C21                  C22
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
           BPM.17R8.B2          617.3815622   0.0005128994501782       1.017136068919       1.000256548417       1.017136068919    -0.01288102143728     -0.0144352357059      0.0144352357059     0.01288102143728
           BPM.18R8.B2          670.8330463   0.0006470075539617      0.8971176336143       1.000323660844      0.8971176336143    -0.03428068885769    -0.01670327258007     0.01670327258007     0.03428068885769
           BPM.19R8.B2          724.2845304   0.0005538741868797      0.9347777295669       1.000277052188      0.9347777295669    -0.03289193099718    -0.01646979466333     0.01646979466333     0.03289193099718
           BPM.20R8.B2          777.7360145   0.0005249766803607       1.053656353364       1.000262591736       1.053656353364   -0.009102291606799    -0.01080365893543     0.01080365893543    0.009102291606799
           BPM.21R8.B2          831.1874986   0.0005688641259961        0.88174482468       1.000284553473        0.88174482468    -0.01745208329003    -0.02137200242853     0.02137200242853     0.01745208329003
           BPM.22R8.B2          884.6389827   0.0005393383977327      0.9867963641507        1.00026977833      0.9867963641507    -0.03998129793419     -0.0138453218026      0.0138453218026     0.03998129793419
           BPM.23R8.B2          938.0904667   0.0005896784477695      0.7876612548146       1.000294969683      0.7876612548146    -0.03820172732242   -0.006216397015665    0.006216397015665     0.03820172732242
           BPM.24R8.B2          991.5419508   0.0005576643081506      0.8585755754778       1.000278948829      0.8585755754778   -0.003624802835791    -0.01403758095368     0.01403758095368    0.003624802835791
           BPM.25R8.B2          1044.993435   0.0006175047961654      0.9367964931712       1.000308895464      0.9367964931712    -0.02456306380285    -0.02345570137477     0.02345570137477     0.02456306380285
           BPM.26R8.B2          1098.444919   0.0003802127176247      0.9164308757988       1.000190160587      0.9164308757988    -0.03354466965133    -0.01358272003441     0.01358272003441     0.03354466965133
           BPM.27R8.B2          1151.896403   0.0006449351393786       0.779239346667       1.000322623632       0.779239346667    -0.02749353525425    -0.02126311979048     0.02126311979048     0.02749353525425
           BPM.28R8.B2          1205.347887   0.0005275530664089        1.06517478899       1.000263880946        1.06517478899   -0.005916882585173    -0.01068777271236     0.01068777271236    0.005916882585173
           BPM.29R8.B2          1258.799371   0.0004854569407365        1.00306227647       1.000242816882        1.00306227647    -0.01787301004496    -0.02445567825631     0.02445567825631     0.01787301004496
           BPM.30R8.B2          1312.250855   0.0004752778239533      0.9975929445284       1.000237723654      0.9975929445284    -0.03708806452023   -0.007319932746742    0.007319932746742     0.03708806452023
           BPM.31R8.B2           1365.70234   0.0004446741685917       1.288955301519       1.000222411262       1.288955301519    -0.03572415603503   -0.007783428807656    0.007783428807656     0.03572415603503
           BPM.32R8.B2          1419.153824    0.000741119132326      0.9666919253746       1.000370765665      0.9666919253746   -0.002609744397848    -0.01996735571859     0.01996735571859    0.002609744397848
           BPM.33R8.B2          1472.605308   0.0007747584312138      0.9098737277342       1.000387604455      0.9098737277342    -0.02663648025821    -0.02424047833599     0.02424047833599     0.02663648025821
           BPM.34R8.B2          1526.056792   0.0004936979364147       1.170290402353       1.000246940407       1.170290402353    -0.03230592155945    0.003196700439061   -0.003196700439061     0.03230592155945
           BPM.33L1.B2          1579.508276   0.0003363680307199       1.296447298865       1.000168226456       1.296447298865    -0.03745890857412   -0.009052563141035    0.009052563141035     0.03745890857412
           BPM.32L1.B2           1632.95976   0.0006574232969038       0.772526654162       1.000328873814       0.772526654162   -0.001639899331771    -0.01676692563688     0.01676692563688    0.001639899331771
           BPM.31L1.B2          1686.411244   0.0005867887743091      0.9527334268004       1.000293523571      0.9527334268004    -0.01802033970873    -0.02059718520489     0.02059718520489     0.01802033970873
           BPM.30L1.B2          1739.862728    0.000553743291283       1.184090510514       1.000276986686       1.184090510514    -0.04246387773713    -0.01315931604648     0.01315931604648     0.04246387773713
           BPM.29L1.B2          1793.314212   0.0007315210177052      0.6737215151683       1.000365961302      0.6737215151683    -0.02381474499183    -0.01444786539318     0.01444786539318     0.02381474499183
           BPM.28L1.B2          1846.765696   0.0006180545675205      0.6690007997897       1.000309170604      0.6690007997897    -0.01078112056356    -0.01691445454245     0.01691445454245     0.01078112056356
           BPM.27L1.B2           1900.21718   0.0008807736858804      0.6613373477192       1.000440677967      0.6613373477192    -0.02834587324442    -0.01673872725818     0.01673872725818     0.02834587324442
           BPM.26L1.B2          1953.668665   0.0005090187265974      0.9568641880393       1.000254606567      0.9568641880393    -0.04162992006067     -0.0116921862185      0.0116921862185     0.04162992006067
           BPM.25L1.B2          2007.120149    0.000691349437839      0.7099022588369       1.000345854059      0.7099022588369    -0.02448544115283    -0.01298185644465     0.01298185644465     0.02448544115283
           BPM.24L1.B2          2060.571633   0.0006093807166525      0.9260767953976       1.000304829683      0.9260767953976   -0.001979263275634    -0.01813204149714     0.01813204149714    0.001979263275634
           BPM.23L1.B2          2114.023117   0.0005329210269502      0.7653835564212       1.000266567063      0.7653835564212    -0.01718992766189   -0.002463066677525    0.002463066677525     0.01718992766189
           BPM.22L1.B2          2167.474601   0.0006397059276267      0.8779388342523       1.000320006505      0.8779388342523    -0.03781108495087    -0.01370261526499     0.01370261526499     0.03781108495087
           BPM.21L1.B2          2220.926085   0.0004062747366442       1.216540651411       1.000203199286       1.216540651411    -0.03106313906112   -0.005714131607789    0.005714131607789     0.03106313906112
           BPM.20L1.B2          2274.377569   0.0005964239984447      0.9674176872866       1.000298345461      0.9674176872866   -0.006232135154918    -0.01486453463996     0.01486453463996    0.006232135154918
           BPM.19L1.B2          2327.829053     0.00061654431597       1.087348259252       1.000308414779       1.087348259252    -0.02234992892936    -0.03032845061041     0.03032845061041     0.02234992892936
           BPM.18L1.B2          2381.280537   0.0004207100324274       1.256366391378       1.000210421413       1.256366391378    -0.04013869721584    -0.01472448540387     0.01472448540387     0.04013869721584
           BPM.17L1.B2          2434.732021   0.0005544225733473      0.9842549422314       1.000277326609      0.9842549422314    -0.03749544606391   -0.008973030863083    0.008973030863083     0.03749544606391
           BPM.16L1.B2          2488.183506   0.0006322689572795       1.325519628837       1.000316284469       1.325519628837   -0.007475834483489    -0.01250472741822     0.01250472741822    0.007475834483489
           BPM.15L1.B2           2541.63499   0.0006884974584864       0.926252507119       1.000344426592       0.926252507119    -0.02298498444055     -0.0274932048308      0.0274932048308     0.02298498444055
           BPM.14L1.B2          2595.086474   0.0005207529658653      0.8231293592663       1.000260478221      0.8231293592663    -0.03645929658408    -0.01787690710924     0.01787690710924     0.03645929658408
           BPM.13L1.B2          2648.537958    0.000393685140631       1.176509668785        1.00019690071       1.176509668785    -0.03347533239758   -0.005436582175589    0.005436582175589     0.03347533239758
           BPM.12L1.B2          2701.989442   0.0007539308787464      0.5699329396771       1.000377178728      0.5699329396771   -0.008124046655277    -0.02222422337719     0.02222422337719    0.008124046655277
           BPM.11L1.B2          2755.440926    0.001059757170516      0.8017417915918       1.000530300115      0.8017417915918    -0.02881526210252    -0.02115758539951     0.02115758539951     0.02881526210252
           BPM.10L1.B2          2808.223615   0.0005376218070027      0.9115147806955       1.000268919341      0.9115147806955    -0.01109727335776   -0.007287115536005    0.007287115536005     0.01109727335776
            BPM.9L1.B2          2847.290605   0.0006878694568141      0.8790766782658       1.000344112267      0.8790766782658    -0.03829587901954    -0.01413644982029     0.01413644982029     0.03829587901954
            BPM.8L1.B2          2887.755594   0.0005106224230657      0.9683196408301       1.000255409029      0.9683196408301  -0.0005421353994146    -0.01319332719454     0.01319332719454   0.0005421353994146
          BPMSX.7L1.B2          2957.502084   -0.002633732390611                   -1      0.9986857293136                   -1    -0.06111639275624    -0.04361183780014     0.04361183780014     0.06111639275624
           BPMR.6L1.B2          2970.007584  -0.0002441470350452                   -1      0.9998779488308                   -1    -0.01900978786268     0.01274087647383    -0.01274087647383     0.01900978786268
            BPM.5L1.B2          3001.907584   -0.008322252941448                   -1       0.995864667167                   -1    -0.02561081006938     0.07991156211043    -0.07991156211043     0.02561081006938
          BPMYA.4L1.B2          3023.025584    0.005012736389254       6.380369754209       1.002515830552       6.380369754209     0.09084387419288     -0.2550050205924      0.2550050205924    -0.09084387419288
          BPMWB.4L1.B2          3044.082084   -0.002718960690822                   -1      0.9986432856683                   -1    -0.01221030232173     0.05669413345864    -0.05669413345864     0.01221030232173
          BPMSY.4L1.B2          3136.998084    0.005044332748337       54.72350954492       1.002531748648       54.72350954492     0.04134242628844     -0.6077624539464      0.6077624539464    -0.04134242628844
           BPMS.2L1.B2          3163.723584    -0.01779388822168                   -1      0.9912200556833                   -1     -0.3207843643363        -1.0870068572         1.0870068572      0.3207843643363
          BPMSW.1L1.B2          3173.673584     0.00424379590136       19.73952928247         1.0021286756       19.73952928247     -0.1297180571141     -0.2711866010079      0.2711866010079      0.1297180571141
          BPMSW.1R1.B2          3216.816584     0.05001092024257       71.78552658146       1.025984248943       71.78552658146      0.4328398795188      -2.151100574607       2.151100574607     -0.4328398795188
           BPMS.2R1.B2          3226.781584    -0.02200619487299                   -1      0.9891752373632                   -1      -0.230259282507      0.8565028401463     -0.8565028401463       0.230259282507
          BPMSY.4R1.B2          3253.627084   -0.006232593046054                   -1       0.996898195185                   -1    0.004873252265184      0.1057633073606     -0.1057633073606   -0.004873252265184
          BPMWB.4R1.B2          3346.423084    0.002725336896544       7.759029015232       1.001365460087       7.759029015232     0.09515532719769     -0.1701976827804      0.1701976827804    -0.09515532719769
          BPMYA.4R1.B2          3367.479584   -0.001275073366527                   -1      0.9993630723492                   -1     0.06050199494215     0.05274580278352    -0.05274580278352    -0.06050199494215
           BPMR.5R1.B2          3394.887584  -0.0001191827767995                   -1      0.9999404139378                   -1    0.001797869714524    0.005253702823041   -0.005253702823041   -0.001797869714524
            BPM.6R1.B2          3426.787584    0.002212856489571       2.983825803595       1.001108267913       2.983825803595    -0.07397795835968    -0.06671109974043     0.06671109974043     0.07397795835968
          BPMRA.7R1.B2          3454.511584    0.000390061553025       3.382022610822       1.000195087851       3.382022610822   -0.006657939284457   0.0004823442035764  -0.0004823442035764    0.006657939284457
            BPM.8R1.B2          3495.948594   0.0007946193978446      0.7590086006144       1.000397546638      0.7590086006144    -0.03937608637098   -0.003816532005732    0.003816532005732     0.03937608637098
            BPM.9R1.B2          3535.013605   0.0007232023139159      0.7730342257597       1.000361797408      0.7730342257597    -0.01355816777089      0.0199012739505     -0.0199012739505     0.01355816777089
           BPM.10R1.B2          3575.476615   0.0007746473024571      0.9652902764205       1.000387548826      0.9652902764205    -0.02118232909518   -0.009622093008929    0.009622093008929     0.02118232909518
           BPM.11R1.B2          3628.257326   0.0006785389727424      0.7950102063847        1.00033944224      0.7950102063847    -0.03383488468433     0.00383406868857    -0.00383406868857     0.03383488468433
           BPM.12R1.B2          3682.980842   0.0003847364226541      0.8967578566701       1.000192423737      0.8967578566701    -0.03600320585114    -0.01274297265333     0.01274297265333     0.03600320585114
           BPM.13R1.B2          3736.429358   0.0006173120987709      0.6947491286922       1.000308799026      0.6947491286922     -0.0115681009078    -0.01182624710659     0.01182624710659      0.0115681009078
           BPM.14R1.B2          3789.877874   0.0007149596474533      0.8608583650041       1.000357671626      0.8608583650041    -0.02712407996427    -0.02942824888166     0.02942824888166     0.02712407996427
           BPM.15R1.B2           3843.32639   0.0006852424151786      0.9544749585737       1.000342797392      0.9544749585737    -0.04326462174437    -0.01089897898541     0.01089897898541     0.04326462174437
           BPM.16R1.B2          3896.774906   0.0004420074085221       1.148576456599       1.000221076995       1.148576456599    -0.03813688876915   -0.007338790223999    0.007338790223999     0.03813688876915
           BPM.17R1.B2          3950.223421   0.0005609273319273      0.8790097305912       1.000280581711      0.8790097305912    -0.01256334322524   -0.009215881100145    0.009215881100145     0.01256334322524
           BPM.18R1.B2          4003.671937   0.0008522672312823      0.7350499815624       1.000426406194      0.7350499815624    -0.02840851611055    -0.01544701242706     0.01544701242706     0.02840851611055
           BPM.19R1.B2          4057.120453   0.0005281956930945       1.085518549462       1.000264202514       1.085518549462    -0.04479848909129    -0.01553304103283     0.01553304103283     0.04479848909129
           BPM.20R1.B2          4110.568969   0.0004598055368739       1.097963209675       1.000229982082       1.097963209675    -0.04408829001185   -0.004533414983617    0.004533414983617     0.04408829001185
           BPM.21R1.B2          4164.017485    0.000705640660567      0.8831092297377       1.000353007163      0.8831092297377   -0.006034261129017    -0.01563957171949     0.01563957171949    0.006034261129017
           BPM.22R1.B2          4217.466001   0.0008199701036441      0.6501514621835       1.000410237356      0.6501514621835    -0.02691010813926  -0.0007389244102406   0.0007389244102406     0.02691010813926
           BPM.23R1.B2          4270.914517   0.0005182965165399       1.191306827624       1.000259249039       1.191306827624    -0.04200444328127    -0.01729544182491     0.01729544182491     0.04200444328127
           BPM.24R1.B2          4324.363033   0.0007116320501429       0.862903473033       1.000356006045       0.862903473033    -0.03595020066707    -0.01274827710834     0.01274827710834     0.03595020066707
           BPM.25R1.B2          4377.811549   0.0004453768449644       1.378610868162       1.000222762835       1.378610868162     -0.0187942036166   -0.002547645406843    0.002547645406843      0.0187942036166
           BPM.26R1.B2          4431.260065   0.0003091430211258       2.263582476611       1.000154607358       2.263582476611    -0.02493964812696     -0.0110510668924      0.0110510668924     0.02493964812696
           BPM.27R1.B2           4484.70858   0.0006907480770744      0.8658072956629       1.000345553066      0.8658072956629    -0.03722008672901   -0.005791507657489    0.005791507657489     0.03722008672901
           BPM.28R1.B2          4538.157096   0.0007478096082212       0.610570498422       1.000374114642       0.610570498422    -0.03013712715672   -0.008108812789724    0.008108812789724     0.03013712715672
           BPM.29R1.B2          4591.605612   0.0006654317911523      0.8635740097251       1.000332882038      0.8635740097251   -0.008734855337721    -0.01410253419532     0.01410253419532    0.008734855337721
           BPM.30R1.B2          4645.054128   0.0009341688662767      0.5871779720767        1.00046741194      0.5871779720767     -0.0293933450701    -0.01337388432237     0.01337388432237      0.0293933450701
           BPM.31R1.B2          4698.502644   0.0008123295542044      0.6185006241099       1.000406412399      0.6185006241099    -0.03251989184643   -0.003180237206991    0.003180237206991     0.03251989184643
           BPM.32R1.B2           4751.95116   0.0005570891281466      0.9367794815319       1.000278660999      0.9367794815319     -0.0427039079126   -0.009244514469947    0.009244514469947      0.0427039079126
           BPM.33R1.B2          4805.399676   0.0006814788436597      0.8440186919072       1.000340913676      0.8440186919072   -0.003949624044154    -0.01508444955288     0.01508444955288    0.003949624044154
           BPM.34R1.B2          4858.848192   0.0009130296066766      0.6173455346234        1.00045682765      0.6173455346234    -0.02892951396075    -0.01655747464914     0.01655747464914     0.02892951396075
           BPM.33L2.B2          4912.296708   0.0006236974327203       1.161412779666       1.000311994667       1.161412779666    -0.04601905127208    -0.01865134349948     0.01865134349948     0.04601905127208
           BPM.32L2.B2          4965.745224   0.0004398912751732       1.142171155259       1.000220018228       1.142171155259    -0.03789779305981   7.790092408274e-05  -7.790092408274e-05     0.03789779305981
           BPM.31L2.B2           5019.19374   0.0005774849160071      0.9058995927496       1.000288867577      0.9058995927496    -0.02241923964514    -0.02009972438426     0.02009972438426     0.02241923964514
           BPM.30L2.B2          5072.642255   0.0007819145545317      0.8262842205353       1.000391186698      0.8262842205353    -0.01685441932705   -0.008165014487448    0.008165014487448     0.01685441932705
           BPM.29L2.B2          5126.090771   0.0005757827308407       1.425250717313       1.000288015747       1.425250717313    -0.04415584373581    -0.01368271567415     0.01368271567415     0.04415584373581
           BPM.28L2.B2          5179.539287   0.0007690719390639      0.7507956944508       1.000384757914      0.7507956944508    -0.03580872526943   -0.002375078306062    0.002375078306062     0.03580872526943
           BPM.27L2.B2          5232.987803   0.0007562245763068      0.5396262540635       1.000378326877      0.5396262540635    -0.01364860218868    -0.01933272046944     0.01933272046944     0.01364860218868
           BPM.26L2.B2          5286.436319   0.0005926622213287      0.7987130337978       1.000296462894      0.7987130337978    -0.02691241032678    -0.02733017012025     0.02733017012025     0.02691241032678
           BPM.25L2.B2          5339.884835   0.0006817953032455      0.8182279078703       1.000341072068      0.8182279078703    -0.04371126964595    -0.01519899183126     0.01519899183126     0.04371126964595
           BPM.24L2.B2          5393.333351   0.0006669251311946      0.8202078452375       1.000333629454      0.8202078452375    -0.03628747690269    -0.01071258941514     0.01071258941514     0.03628747690269
           BPM.23L2.B2          5446.781867   0.0004793021618832       1.390875724713       1.000239737264       1.390875724713    -0.03593321410546    -0.02441022142264     0.02441022142264     0.03593321410546
           BPM.22L2.B2          5500.230383    0.000738884904503       0.588398069712        1.00036964731       0.588398069712    -0.02691796373999    -0.01340979095284     0.01340979095284     0.02691796373999
           BPM.21L2.B2          5553.678899   0.0005620943288281       1.008519006798       1.000281165701       1.008519006798    -0.04368755839763    -0.01638943205431     0.01638943205431     0.04368755839763
           BPM.20L2.B2          5607.127414   0.0004011675052599       1.112201952655       1.000200644124       1.112201952655    -0.02682181251585    -0.02744605690437     0.02744605690437     0.02682181251585
           BPM.19L2.B2           5660.57593   0.0005666187919474      0.7811184872156       1.000283429849      0.7811184872156    -0.01769781879923    -0.01021473565918     0.01021473565918     0.01769781879923
           BPM.18L2.B2          5714.024446   0.0005333240376411      0.9044379500203       1.000266768729      0.9044379500203    -0.02334882516375    -0.02704464276417     0.02704464276417     0.02334882516375
           BPM.17L2.B2          5767.472962   0.0005931488361295      0.8311067164785       1.000296706418      0.8311067164785     -0.0300842904023     0.01393086045025    -0.01393086045025      0.0300842904023
           BPM.16L2.B2          5820.921478   0.0005293529989544      0.7149290796255       1.000264781626      0.7149290796255    -0.03359648322882    -0.01336994163606     0.01336994163606     0.03359648322882
           BPM.15L2.B2          5874.369994   0.0008203297965814      0.6352084539009       1.000410417424      0.6352084539009    -0.01636265012308    -0.01773886997744     0.01773886997744     0.01636265012308
           BPM.14L2.B2           5927.81851   0.0006471304416377      0.8545984798381       1.000323722347      0.8545984798381    -0.02891938757269    -0.02647487479488     0.02647487479488     0.02891938757269
           BPM.13L2.B2          5981.267026   0.0007094566618312      0.9078326351271       1.000354917191      0.9078326351271    -0.03819125570407     -0.0129478205525      0.0129478205525     0.03819125570407
           BPM.12L2.B2          6034.715542   0.0005164825581163       1.097503033232       1.000258341355       1.097503033232    -0.04199244022275   -0.006299308005149    0.006299308005149     0.04199244022275
           BPM.11L2.B2          6088.164058   0.0005531064726516      0.9434294292076       1.000276668012      0.9434294292076   -0.005989165209279    -0.00981982866832     0.00981982866832    0.005989165209279
           BPM.10L2.B2          6140.002768    0.000513900375397      0.9973210184142       1.000257049265      0.9973210184142   -0.006277764573295    -0.03464395116249     0.03464395116249    0.006277764573295
            BPM.9L2.B2          6179.067779   0.0005592983419276       1.039565546239       1.000279766531       1.039565546239    -0.03001735549111    -0.03425076527758     0.03425076527758     0.03001735549111
            BPM.8L2.B2          6219.530789   0.0005183408398731       1.291970523011       1.000259271217       1.291970523011    -0.02814433794217    -0.01661989191654     0.01661989191654     0.02814433794217
            BPM.7L2.B2            6258.5968    0.000346703955532        1.82714717824       1.000173397067        1.82714717824    -0.01649598999069     0.01671517148973    -0.01671517148973     0.01649598999069
            BPM.6L2.B2            6290.7028   0.0006727927040734       0.602782674135       1.000336566191       0.602782674135    -0.02069602054236    -0.01483802174893     0.01483802174893     0.02069602054236
          BPMYB.5L2.B2            6362.9018     0.00150856451551       2.297798591452       1.000755136745       2.297798591452     -0.0801722028106     0.01628238620167    -0.01628238620167      0.0801722028106
          BPMYB.4L2.B2            6383.4718  -0.0005637004210857                   -1      0.9997182688928                   -1    -0.02966752329574    -0.05138481830262     0.05138481830262     0.02966752329574
          BPMWB.4L2.B2            6407.8633   0.0007929300502499       0.598384070694       1.000396700958       0.598384070694    -0.02481996356611    0.001991955019771   -0.001991955019771     0.02481996356611
           BPMS.2L2.B2            6496.0078     0.00107179970109       4.767515029883       1.000536331019       4.767515029883    -0.03764273800931     0.09962095620027    -0.09962095620027     0.03764273800931
          BPMSW.1L2.B2            6505.9418   0.0006928078982327       1.098114014471       1.000346584047       1.098114014471    -0.02685093572826     0.04824772144738    -0.04824772144738     0.02685093572826
           BPMS.2R2.B2            6559.0658    0.002392484332801        10.1920862785       1.001198392948        10.1920862785    -0.05550148450305      -0.372954265909       0.372954265909     0.05550148450305
          BPMSX.4R2.B2            6597.0373   -0.002141675306888                   -1      0.9989308793224                   -1    -0.04190645199432       0.187118878725      -0.187118878725     0.04190645199432
          BPMWB.4R2.B2            6647.1343   0.0008508052576032      0.9342416684969       1.000425674272      0.9342416684969    -0.02951033140531     0.01265408061924    -0.01265408061924     0.02951033140531
          BPMYB.4R2.B2            6671.6018   0.0006793275728849       1.063885607213       1.000339836942       1.063885607213    -0.01811967634091   -0.009389075958906    0.009389075958906     0.01811967634091
            BPM.5R2.B2            6701.1358   0.0002009407005981       12.89532145191       1.000100485494       12.89532145191   -0.000193959410269     0.07135544427351    -0.07135544427351    0.000193959410269
           BPMR.6R2.B2            6774.4318     0.05609682180149       38.21388916572        1.02928649797       38.21388916572      -1.046954846994      -1.043883551722       1.043883551722       1.046954846994
          BPM_A.7R2.B2            6787.3068   0.0008265502045613      0.8877612265546       1.000413531473      0.8877612265546    -0.04281258725545    0.005769139239433   -0.005769139239433     0.04281258725545
            BPM.8R2.B2          6828.745789   0.0003940201276488       1.390590505073       1.000197068302       1.390590505073    -0.02357168699496    0.003211736938881   -0.003211736938881     0.02357168699496
            BPM.9R2.B2          6867.812779   0.0006860992971213      0.9889091851266       1.000343226274      0.9889091851266     0.03064976926588    -0.04286809551324     0.04286809551324    -0.03064976926588
           BPM.10R2.B2          6908.277768    0.000374926182751       1.308408658958       1.000187515821       1.308408658958     0.01592580719614    -0.01201454807802     0.01201454807802    -0.01592580719614
           BPM.11R2.B2          6960.118458   0.0007097224947303      0.9547047978622       1.000355050249      0.9547047978622    -0.03055256268894    -0.03206004671869     0.03206004671869     0.03055256268894
           BPM.12R2.B2          7014.844942   0.0004508348930058       1.244498332792       1.000225493695       1.244498332792    0.005139286657485     -0.0103660988561      0.0103660988561   -0.005139286657485
           BPM.13R2.B2          7068.296426   0.0003808951390041       1.211127316993       1.000190501992       1.211127316993    0.008254433436618   -0.005887865953148    0.005887865953148   -0.008254433436618
           BPM.14R2.B2           7121.74791   0.0004409198572954       1.620584091949       1.000220532859       1.620584091949  -0.0006850539612718    -0.04169539679768     0.04169539679768   0.0006850539612718
