@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Results/b2_3files_12percent_30cm_beforecorrection' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam2' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 00:32:15"
@ FILES %s ""
*                 NAME                    S                   S1                   S2                X3000               X3000i               X3000r             X3000RMS           X3000PHASE        X3000PHASERMS               X3000M              X3000Mi              X3000Mr          X3000MPHASE
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.27R8.B2"          1151.896403          1205.347887          1258.799371      0.1726521701063       0.110099754491    -0.02120783612242      0.1290012782975      0.1616436866296      0.1623960156826                    0                    0                    0                    0
         "BPM.28R8.B2"          1205.347887          1258.799371          1312.250855      0.3397968078639     -0.1791326677481     0.09990238721203      0.3294856149504      0.3287060303666      0.3384384603925                    0                    0                    0                    0
         "BPM.29R8.B2"          1258.799371          1312.250855           1365.70234      0.4915555780795      0.1078652453496     -0.2322437276253       0.364679459105      0.3201433960002      0.2644365959382                    0                    0                    0                    0
         "BPM.30R8.B2"          1312.250855           1365.70234          1419.153824      0.2037362963772      0.1343617075866      0.1509389480034      0.1727171235667      0.0715460324062     0.05368346502227                    0                    0                    0                    0
         "BPM.31R8.B2"           1365.70234          1419.153824          1472.605308       0.131696677492     -0.1316825558087    0.001928563748371      0.1862472274287      0.2507769151328      0.3546521145109                    0                    0                    0                    0
         "BPM.32R8.B2"          1419.153824          1472.605308          1526.056792      0.2239884214517      0.1129106101187      0.1934476856079      0.3167674634316     0.02802874822283     0.03963863587308                    0                    0                    0                    0
         "BPM.33R8.B2"          1472.605308          1526.056792          1579.508276      0.3528640848287     0.03736969767769     -0.3508797059641      0.4990251744391      0.1610377323782       0.227741745183                    0                    0                    0                    0
         "BPM.34R8.B2"          1526.056792          1579.508276           1632.95976      0.2290456809458    -0.09818107089087      0.2069357419071      0.3239195083966      0.3098313950436      0.4381677609196                    0                    0                    0                    0
         "BPM.33L1.B2"          1579.508276           1632.95976          1686.411244      0.1328691004301      0.1036974286781      -0.083072505287      0.1879052838486      0.1191651707246      0.1685250006012                    0                    0                    0                    0
         "BPM.32L1.B2"           1632.95976          1686.411244          1739.862728      0.2615364717746     -0.2615312057933   -0.001659657981019      0.3698684254389      0.2496633426273      0.3530772851709                    0                    0                    0                    0
         "BPM.31L1.B2"          1686.411244          1739.862728          1793.314212      0.1805696053149      0.1426925679128      0.1106535739416      0.2553639847887     0.04834032736689     0.06836354657182                    0                    0                    0                    0
         "BPM.30L1.B2"          1739.862728          1793.314212          1846.765696     0.09711937335689    -0.02416958122386    -0.09406382952389      0.1373475349705      0.1800095737399      0.2545719805399                    0                    0                    0                    0
         "BPM.29L1.B2"          1793.314212          1846.765696           1900.21718     0.07341421889119    -0.03941783076958     0.06193449889055      0.1038233840269      0.3032643858581      0.4288806074653                    0                    0                    0                    0
         "BPM.28L1.B2"          1846.765696           1900.21718          1953.668665       0.224750330513      0.1745719142939     -0.1415533744051      0.3178449655594      0.1194788997312      0.1689686804172                    0                    0                    0                    0
         "BPM.27L1.B2"           1900.21718          1953.668665          2007.120149      0.2863473656297     -0.2224166151697      0.1803487263595      0.4049563280233      0.2861455663978      0.4046709408127                    0                    0                    0                    0
         "BPM.26L1.B2"          1953.668665          2007.120149          2060.571633     0.09967736468769     0.07742310467612    -0.06277929510113      0.1409650810029      0.1194788997312      0.1689686804172                    0                    0                    0                    0
         "BPM.25L1.B2"          2007.120149          2060.571633          2114.023117     0.05235393106237    0.009961038171835     0.05139758570422     0.07403963935195     0.01015570157747     0.01436233090627                    0                    0                    0                    0
         "BPM.24L1.B2"          2060.571633          2114.023117          2167.474601      0.1251263057273    -0.02380695933158     -0.1228406328229      0.1769553185692      0.1768223682441      0.2500645913018                    0                    0                    0                    0
         "BPM.23L1.B2"          2114.023117          2167.474601          2220.926085       0.220376778741    0.003689973982276      0.2203458842372      0.3116598293276    0.000888334738098    0.001256295034633                    0                    0                    0                    0
         "BPM.22L1.B2"          2167.474601          2220.926085          2274.377569      0.1189326005189     0.01391094979203     -0.1181162518118      0.1681960966622      0.1604472450313      0.2269066699687                    0                    0                    0                    0
         "BPM.21L1.B2"          2220.926085          2274.377569          2327.829053      0.0924742324606    0.007505306988218    -0.05221597015146     0.09107033552666      0.1765168134094      0.2246369476851                    0                    0                    0                    0
         "BPM.20L1.B2"          2274.377569          2327.829053          2381.280537      0.3537009988635    -0.04455551119479      0.3495181073369      0.2502107758404      0.6530566331227      0.4619209163594                    0                    0                    0                    0
         "BPM.19L1.B2"          2327.829053          2381.280537          2434.732021      0.2678530867791     0.03370403888924     -0.2646902441837      0.1894973841813      0.3197232997894      0.2263646265467                    0                    0                    0                    0
         "BPM.18L1.B2"          2381.280537          2434.732021          2488.183506                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.17L1.B2"          2434.732021          2488.183506           2541.63499                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.16L1.B2"          2488.183506           2541.63499          2595.086474      0.2348559174955     -0.1986268681995      0.1253182716602      0.3321364237257      0.2798599746099      0.3957817716587                    0                    0                    0                    0
         "BPM.15L1.B2"           2541.63499          2595.086474          2648.537958       0.312912127424      0.2646420688678     -0.1669687841315       0.442524574434      0.1131933079432      0.1600795112631                    0                    0                    0                    0
         "BPM.14L1.B2"          2595.086474          2648.537958          2701.989442     0.05594716387015   -0.005551525892182     0.05567104907743     0.07912123792147      0.3280604465126      0.4639475327363                    0                    0                    0                    0
         "BPM.13L1.B2"          2648.537958          2701.989442          2755.440926      0.1998057541149     -0.1847848493791     0.07600591304224      0.2825680073095      0.2707022232007      0.3828307554149                    0                    0                    0                    0
         "BPM.12L1.B2"          2701.989442          2755.440926          2808.223615      0.3071724629011      0.2558615443252     -0.1699699741138      0.4344074630223      0.1144409877155      0.1618439969186                    0                    0                    0                    0
         "BPM.11L1.B2"          2755.440926          2808.223615          2847.290605     0.01687424367523   -0.005519302955189    -0.01594607771522      0.0238637842603      0.1843443607066      0.2607022950582                    0                    0                    0                    0
         "BPM.10L1.B2"          2808.223615          2847.290605          2887.755594      0.1410783108282    -0.06773644693363      0.1237532364948      0.1995148605299      0.3067646921464      0.4338307880907                    0                    0                    0                    0
          "BPM.9L1.B2"          2847.290605          2887.755594          2926.823584     0.07377324429473     0.03542101842555    -0.06471354593488      0.1043311226219      0.1400980254798      0.1981285276952                    0                    0                    0                    0
          "BPM.8L1.B2"          2887.755594          2926.823584          2957.502084      0.3062557199778     -0.3055554348167    -0.02069884714521       0.433110992747      0.2464116729257      0.3484787297786                    0                    0                    0                    0
          "BPM.7L1.B2"          2926.823584          2957.502084          2970.007584      0.4603452593864      0.4592926326659       0.031113267562      0.6510265091984     0.07974500625907      0.1127764693831                    0                    0                    0                    0
        "BPMSX.7L1.B2"          2957.502084          2970.007584          3001.907584      0.1668794571973     -0.1664978701772    -0.01127885015977      0.2360031916499      0.2464116729257      0.3484787297786                    0                    0                    0                    0
         "BPMR.6L1.B2"          2970.007584          3001.907584          3023.025584                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
          "BPM.5L1.B2"          3001.907584          3023.025584          3044.082084                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
        "BPMYA.4L1.B2"          3023.025584          3044.082084          3136.998084                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
        "BPMWB.4L1.B2"          3044.082084          3136.998084          3163.723584                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
        "BPMSY.4L1.B2"          3136.998084          3163.723584          3173.673584                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPMS.2L1.B2"          3163.723584          3173.673584          3216.816584                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
        "BPMSW.1L1.B2"          3173.673584          3216.816584          3226.781584       6.053499099732      -5.745759916649       1.905543054009       8.560940526654      0.2669886653211       0.377578991497                    0                    0                    0                    0
        "BPMSW.1R1.B2"          3216.816584          3226.781584          3253.627084       15.73267289382       -14.9328776309        4.95238952875       22.24935937882      0.2669886653211       0.377578991497                    0                    0                    0                    0
         "BPMS.2R1.B2"          3226.781584          3253.627084          3346.423084       21.78597661881       20.67845210499      -6.857871081968       30.81002360387      0.1003219986545      0.1418767311015                    0                    0                    0                    0
        "BPMSY.4R1.B2"          3253.627084          3346.423084          3367.479584                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
        "BPMWB.4R1.B2"          3346.423084          3367.479584          3394.887584       1.832717883744      -1.803467983668       0.326125854973       2.591854487195      0.2594909036163      0.3669755552066                    0                    0                    0                    0
        "BPMYA.4R1.B2"          3367.479584          3394.887584          3426.787584       2.472632406513       2.433169567492     -0.4399964472222       3.496830284054     0.09282423694963      0.1312732948111                    0                    0                    0                    0
         "BPMR.5R1.B2"          3394.887584          3426.787584          3454.511584      0.6423377830112     -0.6320861692003      0.1143018030893      0.9084028043592      0.2594909036163      0.3669755552066                    0                    0                    0                    0
          "BPM.6R1.B2"          3426.787584          3454.511584          3495.948594      0.1206673007016    -0.01747605902447      0.1193950787076      0.1706493331872      0.3256228280849      0.4605002196959                    0                    0                    0                    0
        "BPMRA.7R1.B2"          3454.511584          3495.948594          3535.013605      0.1235486186793     0.01789335586259     -0.1222460183137      0.1747241321488      0.1589561614182      0.2247979593004                    0                    0                    0                    0
          "BPM.8R1.B2"          3495.948594          3535.013605          3575.476615      0.1766826096724     0.03057682357259      0.1077650103679      0.1492630031056      0.4178756741267      0.4069502178117                    0                    0                    0                    0
          "BPM.9R1.B2"          3535.013605          3575.476615          3628.257326      0.2935695007134     -0.1061912604913     -0.1115035227946      0.2075884660499      0.4146539163539      0.3217020640701                    0                    0                    0                    0
         "BPM.10R1.B2"          3575.476615          3628.257326          3682.980842      0.2679019674895     0.09399466476393      0.1045580696395      0.1895613520325      0.4146539163539      0.4025850359346                    0                    0                    0                    0
         "BPM.11R1.B2"          3628.257326          3682.980842          3736.429358     0.08039925283284    -0.03947739548296    -0.07003981083613      0.1137017137609      0.1938957817938      0.2742100442997                    0                    0                    0                    0
         "BPM.12R1.B2"          3682.980842          3736.429358          3789.877874     0.08915406364844     0.04377615594115     0.07766656446661      0.1260828859523     0.02722911512711     0.03850778390418                    0                    0                    0                    0
         "BPM.13R1.B2"          3736.429358          3789.877874           3843.32639      0.3114820170965    -0.04047211309606      0.1080923824063      0.2488192587421      0.1972416565615      0.2718750377343                    0                    0                    0                    0
         "BPM.14R1.B2"          3789.877874           3843.32639          3896.774906      0.2936182214874    -0.01850571467242     -0.2930344664265      0.4152388709873      0.1700125414344      0.2404340418701                    0                    0                    0                    0
         "BPM.15R1.B2"           3843.32639          3896.774906          3950.223421      0.1197264931754    0.007545936046506       0.119488459766       0.169318830424    0.003345874767767    0.004731781474601                    0                    0                    0                    0
         "BPM.16R1.B2"          3896.774906          3950.223421          4003.671937     0.05100986967143     0.05088090229583   -0.003624994545891     0.07213884950422     0.08710660646383      0.1231873442334                    0                    0                    0                    0
         "BPM.17R1.B2"          3950.223421          4003.671937          4057.120453      0.3397042596384    -0.08279104779321      0.1856120574754      0.2442114957298      0.2736369419713      0.3457009436987                    0                    0                    0                    0
         "BPM.18R1.B2"          4003.671937          4057.120453          4110.568969       0.392913234588     0.02369105153057     -0.2601319589292      0.3312822731802      0.2736369419713      0.2286180326464                    0                    0                    0                    0
         "BPM.19R1.B2"          4057.120453          4110.568969          4164.017485      0.1131684103675     0.04138953733351      0.1053280366495       0.160044300774      0.0198636688408     0.02809146987315                    0                    0                    0                    0
         "BPM.20R1.B2"          4110.568969          4164.017485          4217.466001                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.21R1.B2"          4164.017485          4217.466001          4270.914517                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.22R1.B2"          4217.466001          4270.914517          4324.363033                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.23R1.B2"          4270.914517          4324.363033          4377.811549      0.1474753432588     0.05631532569701       0.136299526635      0.2085616305522     0.02078621058577     0.02939614092074                    0                    0                    0                    0
         "BPM.24R1.B2"          4324.363033          4377.811549          4431.260065      0.1476216745401    -0.05637120414818     -0.1364347687978      0.2087685742348      0.1874528772524      0.2650984013163                    0                    0                    0                    0
         "BPM.25R1.B2"          4377.811549          4431.260065           4484.70858      0.2550904145174      0.2540872002201    -0.02260120047578      0.3607523238418     0.08803992039045      0.1245072494464                    0                    0                    0                    0
         "BPM.26R1.B2"          4431.260065           4484.70858          4538.157096      0.3066317406194     -0.2648969445916      0.1544429768599      0.4336427662381      0.2780032279246      0.3931559353145                    0                    0                    0                    0
         "BPM.27R1.B2"           4484.70858          4538.157096          4591.605612      0.1097271071249      0.1097211416131   -0.001144168306461       0.155177563056     0.08388653404679      0.1186334741494                    0                    0                    0                    0
         "BPM.28R1.B2"          4538.157096          4591.605612          4645.054128     0.06281877999833    -0.05521305084086    -0.02996194481877     0.08883917064537      0.2236232055122      0.3162509700966                    0                    0                    0                    0
         "BPM.29R1.B2"          4591.605612          4645.054128          4698.502644      0.1894638182902      0.1610958891738    -0.09972288068647       0.267942301405      0.1127395103442      0.1594377445441                    0                    0                    0                    0
         "BPM.30R1.B2"          4645.054128          4698.502644           4751.95116      0.2579889915247     -0.1744006448638      0.1901124267875      0.3648515307573      0.2939519627156      0.4157108523586                    0                    0                    0                    0
         "BPM.31R1.B2"          4698.502644           4751.95116          4805.399676      0.1216313604097      0.1208661988073    -0.01362166733491      0.1720127195013      0.0892871521214      0.1262711014758                    0                    0                    0                    0
         "BPM.32R1.B2"           4751.95116          4805.399676          4858.848192      0.1108986096591     -0.1052594279986    -0.03491352806203      0.1568343178282      0.2330090920827      0.3295246181796                    0                    0                    0                    0
         "BPM.33R1.B2"          4805.399676          4858.848192          4912.296708      0.1604849310656      0.1072878063286       0.119351328909      0.2269599660695     0.03884550179337     0.05493583547337                    0                    0                    0                    0
         "BPM.34R1.B2"          4858.848192          4912.296708          4965.745224      0.1463787600072     0.02156243412584     -0.1447819146711      0.2070108276456      0.1588233116759      0.2246100813931                    0                    0                    0                    0
         "BPM.33L2.B2"          4912.296708          4965.745224           5019.19374      0.1398506971075    -0.02060081287534      0.1383250663847      0.1977787525568      0.3254899783426      0.4603123417886                    0                    0                    0                    0
         "BPM.32L2.B2"          4965.745224           5019.19374          5072.642255     0.07106504466323      0.0104682902364     -0.0702897963613      0.1005011499734      0.1588233116759      0.2246100813931                    0                    0                    0                    0
         "BPM.31L2.B2"           5019.19374          5072.642255          5126.090771                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.30L2.B2"          5072.642255          5126.090771          5179.539287      0.1169650862911    -0.04397809110979      0.1083824658947       0.165413611357      0.3128835931655      0.4424842208987                    0                    0                    0                    0
         "BPM.29L2.B2"          5126.090771          5179.539287          5232.987803      0.1100792885037     0.04138907713937     -0.1020019316044      0.1556756227383      0.1462169264988      0.2067819605032                    0                    0                    0                    0
         "BPM.28L2.B2"          5179.539287          5232.987803          5286.436319     0.06779093658745    -0.02548893930827     0.06281659857349     0.09587086192795      0.3128835931655      0.4424842208987                    0                    0                    0                    0
         "BPM.27L2.B2"          5232.987803          5286.436319          5339.884835                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.26L2.B2"          5286.436319          5339.884835          5393.333351      0.1124705380427    -0.01010821189104     -0.1120153827828      0.1590573602674      0.1714410890966      0.2424543133484                    0                    0                    0                    0
         "BPM.25L2.B2"          5339.884835          5393.333351          5446.781867      0.1152325619424     0.01035644688051      0.1147662290913       0.162963451926    0.004774422429933    0.006752052952926                    0                    0                    0                    0
         "BPM.24L2.B2"          5393.333351          5446.781867          5500.230383     0.05653916548741   -0.005081418430419    -0.05631035802362     0.07995845463755      0.1714410890966      0.2424543133484                    0                    0                    0                    0
         "BPM.23L2.B2"          5446.781867          5500.230383          5553.678899                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.22L2.B2"          5500.230383          5553.678899          5607.127414      0.1023178647713     0.03305819654516     0.09683026950566      0.1446993120326     0.01745378355703     0.02468337742109                    0                    0                    0                    0
         "BPM.21L2.B2"          5553.678899          5607.127414           5660.57593     0.09455191426697    -0.03054907148957    -0.08948082879966      0.1337165995047      0.1841204502237      0.2603856378166                    0                    0                    0                    0
         "BPM.20L2.B2"          5607.127414           5660.57593          5714.024446     0.05113706953545     0.01652203453644     0.04839444446886     0.07231873727705     0.01745378355703     0.02468337742109                    0                    0                    0                    0
         "BPM.19L2.B2"           5660.57593          5714.024446          5767.472962                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.18L2.B2"          5714.024446          5767.472962          5820.921478                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
         "BPM.17L2.B2"          5767.472962          5820.921478          5874.369994      0.1271277566371    -0.03110382404448     -0.1232640200439      0.1797857975902      0.1797797119936      0.2542469069409                    0                    0                    0                    0
         "BPM.16L2.B2"          5820.921478          5874.369994           5927.81851        0.10174127577    -0.02008226771745     0.09973960957729      0.1438838920471      0.3227924811467      0.4564975046697                    0                    0                    0                    0
         "BPM.15L2.B2"          5874.369994           5927.81851          5981.267026     0.04512193120942    -0.03337516559417    -0.03036588542474     0.06381204707682      0.2108360974959      0.2981672685165                    0                    0                    0                    0
         "BPM.14L2.B2"           5927.81851          5981.267026          6034.715542      0.1597579983662     0.08036729159089     -0.1380714180572      0.2259319279871      0.1387014629671      0.1961534900491                    0                    0                    0                    0
         "BPM.13L2.B2"          5981.267026          6034.715542          6088.164058     0.09406740154547    -0.08334922779869     0.04360713541243      0.1330313950428      0.2755721548655      0.3897178788231                    0                    0                    0                    0
         "BPM.12L2.B2"          6034.715542          6088.164058          6140.002768     0.05060605212982     0.05051596078628    0.003018313768517     0.07156776526015     0.08016727707483      0.1133736504978                    0                    0                    0                    0
         "BPM.11L2.B2"          6088.164058          6140.002768          6179.067779      0.5229955726479    0.007570585263635      0.2826985023225      0.3750931582315      0.3524763225782      0.3729092448555                    0                    0                    0                    0
         "BPM.10L2.B2"          6140.002768          6179.067779          6219.530789       0.644005816515    -0.03400465678323     -0.4096413836325      0.4744886113583      0.3642225983212        0.28265942115                    0                    0                    0                    0
          "BPM.9L2.B2"          6179.067779          6219.530789            6258.5968      0.2709800904891     0.03944621955934      0.2088604959261      0.2211800002458      0.3831576902972       0.415457383442                    0                    0                    0                    0
          "BPM.8L2.B2"          6219.530789            6258.5968            6290.7028      0.1033761057147     0.01941202057916     -0.1015371493088       0.146195890727       0.156645104547      0.2215296313298                    0                    0                    0                    0
          "BPM.7L2.B2"            6258.5968            6290.7028            6362.9018                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
          "BPM.6L2.B2"            6290.7028            6362.9018            6383.4718       1.573676234398      -1.118154733575      0.6699942357919       1.294978745416      0.5838161779035      0.4210950140003                    0                    0                    0                    0
        "BPMYB.5L2.B2"            6362.9018            6383.4718            6407.8633       2.782174190459       1.869851741552     -0.4780732340974       3.026362183033      0.3260748594481      0.2898535274959                    0                    0                    0                    0
        "BPMYB.4L2.B2"            6383.4718            6407.8633            6458.1563       7.340862089413      -4.864070246628        2.09425449991       5.527095769307      0.6622887678513      0.2041314163088                    0                    0                    0                    0
        "BPMWB.4L2.B2"            6407.8633            6458.1563            6496.0078       18.29734853655       15.05340039226      -8.927225828481        24.9851898468      0.4169141577558       0.377301528665                    0                    0                    0                    0
        "BPMSX.4L2.B2"            6458.1563            6496.0078            6505.9418       13.18431516265      -11.26408068564       6.851762737828       18.64543731362      0.2789921204461      0.3945544405302                    0                    0                    0                    0
         "BPMS.2L2.B2"            6496.0078            6505.9418            6559.0658                    0                    0                    0   1.483239697419e-08                    0   1.483239697419e-08                    0                    0                    0                    0
        "BPMSW.1L2.B2"            6505.9418            6559.0658            6597.0373       3.092294810318      -2.717782659519       1.475108338236       4.373165259607      0.2763809395554      0.3908616731007                    0                    0                    0                    0
