@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Results/b2_3files_12percent_30cm_beforecorrection' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam2' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 00:32:15"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ SEQUENCE %s "LHCB2"
@ Q1 %le 0.2699882059850884
@ Q2 %le 0.3219860194100735
@ FILES %s "/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds.linx,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds.linx,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds.linx"
*                 NAME                    S                COUNT                    X                 STDX                 XMDL               MUXMDL
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le
          "BPM.5L1.B2"          3001.907584                    3     0.07622004825536    0.001583619787486                    0          7.665862715
        "BPMYA.4L1.B2"          3023.025584                    3      0.2301227860162    0.002143525836474                    0          7.680169138
        "BPMWB.4L1.B2"          3044.082084                    3       0.127132524091    0.001833338665195                    0          7.686107516
        "BPMSY.4L1.B2"          3136.998084                    3      -0.494206381657    0.006914045522577                    0          7.692040086
         "BPMS.2L1.B2"          3163.723584                    3     -0.4008631699595    0.003116550410133                    0          7.693286116
        "BPMSW.1L1.B2"          3173.673584                    3     -0.1908889192878    0.004879109948555                    0          7.694089026
        "BPMSW.1R1.B2"          3216.816584                    3     -0.6926538289438    0.001358863021218                    0          8.189673703
         "BPMS.2R1.B2"          3226.781584                    3      0.4710201127054    0.006366180178061                    0          8.190299578
        "BPMSY.4R1.B2"          3253.627084                    3     -0.2238494110107    0.003687684648398                    0          8.191142949
        "BPMWB.4R1.B2"          3346.423084                    3     -0.8244722408887    0.004222442153403                    0          8.196178075
        "BPMYA.4R1.B2"          3367.479584                    3      0.5773703588677     0.00447112686842                    0          8.197584824
         "BPMR.5R1.B2"          3394.887584                    3     -0.2215418720551    0.002222534174127                    0          8.200828077
          "BPM.6R1.B2"          3426.787584                    3     0.01034845978085    0.003869773466104                    0          8.210153039
        "BPMRA.7R1.B2"          3454.511584                    3      0.5071795112028    0.003290345741294                    0          8.241344322
          "BPM.8R1.B2"          3495.948594                    3    -0.06138817898857   0.0005078360548315                    0          8.387023843
          "BPM.9R1.B2"          3535.013605                    3      0.4527970589748     0.00471344059321                    0          8.596324036
         "BPM.10R1.B2"          3575.476615                    3     -0.5697787777722   0.0009620109855986                    0          8.698612175
         "BPM.11R1.B2"          3628.257326                    3      0.1413796162953    0.001429676725383                    0          8.770393109
         "BPM.12R1.B2"          3682.980842                    3     -0.2483328592371    0.002783388701412                    0          8.966213149
         "BPM.13R1.B2"          3736.429358                    3     0.03109910902385    0.002065320979928                    0          9.118335353
         "BPM.14R1.B2"          3789.877874                    3     -0.2342756438703    0.003216322175145                    0          9.197549923
         "BPM.15R1.B2"           3843.32639                    3    -0.05561020648762    0.002514903689612                    0          9.265580908
         "BPM.16R1.B2"          3896.774906                    3     -0.1087726868505   0.0007293812221716                    0          9.464099505
         "BPM.17R1.B2"          3950.223421                    3      0.3387582343018    0.001277017913745                    0          9.618305568
         "BPM.18R1.B2"          4003.671937                    3     -0.3531773653512   0.0004619136876425                    0          9.697531876
         "BPM.19R1.B2"          4057.120453                    3     -0.3297047768915     0.00168473645104                    0          9.765552131
         "BPM.20R1.B2"          4110.568969                    3     -0.3636664298513    0.003033688363187                    0           9.96402825
         "BPM.21R1.B2"          4164.017485                    3      0.5322837211975    0.001977522891903                    0          10.11827674
         "BPM.22R1.B2"          4217.466001                    3     -0.2726644048032    0.001264721297524                    0          10.19751383
         "BPM.23R1.B2"          4270.914517                    3     -0.1309215782936    0.002817054835734                    0          10.26552336
         "BPM.24R1.B2"          4324.363033                    3     -0.1377162387126    0.003619637028756                    0          10.46395699
         "BPM.25R1.B2"          4377.811549                    3       0.302702758189    0.003108107081633                    0          10.61824791
         "BPM.26R1.B2"          4431.260065                    3     -0.3649176681746    0.001471698749216                    0          10.69749578
         "BPM.27R1.B2"           4484.70858                    3      0.1738566058441    0.002076121554816                    0           10.7654946
         "BPM.28R1.B2"          4538.157096                    3     -0.2456696845696    0.001451312490372                    0          10.96388572
         "BPM.29R1.B2"          4591.605612                    3     -0.5191561009494    0.002993270806815                    0          11.11821907
         "BPM.30R1.B2"          4645.054128                    3     -0.1194413035116   0.0003155178747314                    0          11.19747774
         "BPM.31R1.B2"          4698.502644                    3      0.5994470195582    0.001560677834167                    0          11.26546584
         "BPM.32R1.B2"           4751.95116                    3     -0.2041290125789    0.002280649840139                    0          11.46381445
         "BPM.33R1.B2"          4805.399676                    3     -0.3947374401406    0.001832003380789                    0          11.61819022
         "BPM.34R1.B2"          4858.848192                    3     -0.1421516124688   0.0006807915043354                    0          11.69745969
         "BPM.33L2.B2"          4912.296708                    3      0.2315086963517    0.003758975622632                    0           11.7654371
         "BPM.32L2.B2"          4965.745224                    3     -0.4510759978418    0.004146837460557                    0          11.96374317
         "BPM.31L2.B2"           5019.19374                    3     -0.1412042024074     0.00203163995507                    0          12.11816137
         "BPM.30L2.B2"          5072.642255                    3    -0.04423937009815    0.001671425515391                    0          12.19744165
         "BPM.29L2.B2"          5126.090771                    3     0.09606402491666    0.003247008010187                    0          12.26540836
         "BPM.28L2.B2"          5179.539287                    3     -0.1923022444126    0.003313486015066                    0          12.46367188
         "BPM.27L2.B2"          5232.987803                    3    -0.03180885994905     0.00202083664269                    0          12.61813251
         "BPM.26L2.B2"          5286.436319                    3     -0.1363153978342     0.00249712615715                    0          12.69742361
         "BPM.25L2.B2"          5339.884835                    3     -0.2360995430107    0.003110407394023                    0          12.76537963
         "BPM.24L2.B2"          5393.333351                    3     -0.3118187179918   0.0008604919139785                    0          12.96360058
         "BPM.23L2.B2"          5446.781867                    3      0.1306289054369    0.001285155113679                    0          13.11810363
         "BPM.22L2.B2"          5500.230383                    3    -0.06766462533602    0.002567335049979                    0          13.19740556
         "BPM.21L2.B2"          5553.678899                    3     -0.3481785214361    0.002226292339869                    0          13.26535091
         "BPM.20L2.B2"          5607.127414                    3     0.01419074786179    0.002854027196108                    0          13.46352928
         "BPM.19L2.B2"           5660.57593                    3     -0.0528797654222    0.001342449862791                    0          13.61807475
         "BPM.18L2.B2"          5714.024446                    3     -0.1823012152217    0.000879895491039                    0          13.69738752
         "BPM.17L2.B2"          5767.472962                    3     -0.3020190846121    0.001207241206691                    0          13.76532219
         "BPM.16L2.B2"          5820.921478                    3     -0.0892170489629    0.003838593749265                    0          13.96345798
         "BPM.15L2.B2"          5874.369994                    3     -0.3551726183158    0.001234066154659                    0          14.11804587
         "BPM.14L2.B2"           5927.81851                    3     -0.1023061746261    0.002881641071628                    0          14.19736948
         "BPM.13L2.B2"          5981.267026                    3      0.1160438695932   0.0007589835688689                    0          14.26529348
         "BPM.12L2.B2"          6034.715542                    3     -0.1648157749145    0.002027390047982                    0           14.4695694
         "BPM.11L2.B2"          6088.164058                    3      0.2456143568163    0.001100999873074                    0          14.61248595
         "BPM.10L2.B2"          6140.002768                    3     -0.3053827618814    0.001481727547619                    0          14.68682411
          "BPM.9L2.B2"          6179.067779                    3      0.1583161107548    0.003973031747813                    0          14.75571498
          "BPM.8L2.B2"          6219.530789                    3    -0.04695783041404    0.002709644599453                    0          15.04990211
          "BPM.7L2.B2"            6258.5968                    3     -0.2885913590553    0.001024059157078                    0            15.128344
          "BPM.6L2.B2"            6290.7028                    3     0.05762633077855    0.001339688996856                    0          15.17664065
        "BPMYB.5L2.B2"            6362.9018                    3       1.032319879161    0.001934834061315                    0          15.32277363
        "BPMYB.4L2.B2"            6383.4718                    3      0.9803963857651   0.0008600484428413                    0          15.37039683
        "BPMWB.4L2.B2"            6407.8633                    3      -2.163086445088    0.002354555156235                    0          15.40514012
        "BPMSX.4L2.B2"            6458.1563                    3      0.3758147384129    0.005759424097637                    0          15.48691524
         "BPMS.2L2.B2"            6496.0078                    3      0.4127844396227    0.001545342853592                    0          15.53050145
        "BPMSW.1L2.B2"            6505.9418                    3       3.236872651354    0.001225406450217                    0          15.54850491
         "BPMS.2R2.B2"            6559.0658                    3     0.06593500135851    0.004087344857698                    0          15.93351896
        "BPMSX.4R2.B2"            6597.0373                    3     -0.6147910167054    0.008710024342937                    0           15.9841279
        "BPMWB.4R2.B2"            6647.1343                    3     -0.7870189834608    0.003923675666601                    0          16.05336868
        "BPMYB.4R2.B2"            6671.6018                    3     -0.4478228028859    0.005131906992626                    0           16.1048729
          "BPM.5R2.B2"            6701.1358                    3      0.7028795578338     0.00378563554679                    0          16.14185967
         "BPMR.6R2.B2"            6774.4318                    3     -0.5127536078528    0.004760360629242                    0          16.40632567
        "BPM_A.7R2.B2"            6787.3068                    3      0.1101991826853    0.001868022672063                    0          16.43497823
          "BPM.8R2.B2"          6828.745789                    3      0.3778420793136    0.001714500860192                    0          16.56496371
          "BPM.9R2.B2"          6867.812779                    3     0.02390491052368    0.005214445509825                    0          16.75542788
         "BPM.10R2.B2"          6908.277768                    3     -0.4868817047663    0.001808920441139                    0           16.8597603
         "BPM.11R2.B2"          6960.118458                    3     -0.3431486408732    0.004456603841548                    0          16.99488909
         "BPM.12R2.B2"          7014.844942                    3      0.1371162173654   0.0007552733353858                    0          17.11478055
         "BPM.13R2.B2"          7068.296426                    3     -0.1044838981628    0.005023732632105                    0          17.25879239
         "BPM.14R2.B2"           7121.74791                    3     -0.2885459307613    0.002579532868832                    0          17.37425793
         "BPM.15R2.B2"          7175.199394                    3      0.1913089367144    0.005026877538342                    0          17.51125233
         "BPM.16R2.B2"          7228.650878                    3     -0.6773235933238   0.0008199727432058                    0          17.62753303
         "BPM.17R2.B2"          7282.102362                    3     -0.1123520874628    0.003625588894658                    0          17.76794864
         "BPM.18R2.B2"          7335.553846                    3     0.06478572204091    0.002193708158745                    0           17.8832451
         "BPM.19R2.B2"           7389.00533                    3     -0.2591294393783    0.002645075192688                    0          18.02030313
         "BPM.20R2.B2"          7442.456814                    3     -0.1288601671481    0.003057748893334                    0          18.13675191
         "BPM.21R2.B2"          7495.908299                    3     -0.2281811167759    0.003943667961573                    0          18.27709043
         "BPM.22R2.B2"          7549.359783                    3      0.1857449453736    0.002584665966987                    0          18.39222525
         "BPM.23R2.B2"          7602.811267                    3    -0.07626094292406    0.005322194375643                    0          18.53010237
         "BPM.24R2.B2"          7656.262751                    3    -0.05956360736653    0.002021412743996                    0          18.64519026
         "BPM.25R2.B2"          7709.714235                    3     -0.1557649557916    0.004066359102774                    0          18.78269343
         "BPM.26R2.B2"          7763.165719                    3     -0.4721970898054    0.003085368225457                    0          18.89783962
         "BPM.27R2.B2"          7816.617203                    3     -0.1121427406839    0.001924461030092                    0          19.03571437
         "BPM.28R2.B2"          7870.068687                    3   -0.005897640292745    0.002104942684322                    0          19.15079088
         "BPM.29R2.B2"          7923.520171                    3    -0.09807443127392     0.00589824686724                    0          19.28829687
         "BPM.30R2.B2"          7976.971655                    3     -0.2969220451894    0.002035369802237                    0          19.40345436
         "BPM.31R2.B2"           8030.42314                    3     0.04132841912977    0.003859481672702                    0          19.54132583
         "BPM.32R2.B2"          8083.874624                    3     0.05350480450916    0.003327635731753                    0          19.65639115
         "BPM.33R2.B2"          8137.326108                    3     -0.3257121905623    0.003415525166331                    0          19.79390086
         "BPM.34R2.B2"          8190.777592                    3     -0.1286121076178    0.002837633483224                    0          19.90906944
         "BPM.33L3.B2"          8244.229076                    3      -0.345836825819    0.001902832283739                    0          20.04693672
         "BPM.32L3.B2"           8297.68056                    3      0.1910800686735   0.0009552714583213                    0          20.16199109
         "BPM.31L3.B2"          8351.132044                    3       1.142091128125    0.006115678357169                    0          20.29950543
         "BPM.30L3.B2"          8404.583528                    3      -0.486356180416    0.001696847411136                    0          20.41468483
         "BPM.29L3.B2"          8458.035012                    3      0.2800577231772    0.005857541275279                    0          20.55254703
         "BPM.28L3.B2"          8511.486496                    3     -0.6410202423307    0.002027208865425                    0          20.66759076
         "BPM.27L3.B2"           8564.93798                    3    -0.04304598044817    0.005344770937829                    0          20.80511058
         "BPM.26L3.B2"          8618.389465                    3     -0.1411943166866    0.003884173511953                    0          20.92030048
         "BPM.25L3.B2"          8671.840949                    3      -0.262199481904    0.005299737500395                    0          21.05815675
         "BPM.24L3.B2"          8725.292433                    3     -0.1848001801065      0.0020525655488                    0          21.17319018
         "BPM.23L3.B2"          8778.743917                    3     -0.1460998381724    0.004819032947883                    0          21.31071633
         "BPM.22L3.B2"          8832.195401                    3      0.3890493247891    0.003261915375445                    0          21.42591635
         "BPM.21L3.B2"          8885.646885                    3     -0.2407196356696    0.007377577035087                    0          21.56376586
         "BPM.20L3.B2"          8939.098369                    3   9.507942424533e-05    0.004522392569454                    0          21.68089752
         "BPM.19L3.B2"          8992.549853                    3     -0.3377344369147    0.005205850444415                    0          21.82038138
         "BPM.18L3.B2"          9046.001337                    3      0.3165033159604    0.002188480744521                    0           21.9348951
         "BPM.17L3.B2"          9099.452821                    3     -0.3671370504147    0.005592050777014                    0          22.07291472
         "BPM.16L3.B2"          9152.904306                    3     -0.1961395673039   0.0009223749360996                    0          22.19012049
         "BPM.15L3.B2"           9206.35579                    3    -0.06580251023715     0.00653139090692                    0          22.32942604
         "BPM.14L3.B2"          9259.807274                    3     -0.1543650184817    0.002530768463368                    0          22.44387703
         "BPM.13L3.B2"          9313.258758                    3      0.2538329072284    0.008770016224781                    0          22.58207674
         "BPM.12L3.B2"          9366.710242                    3     -0.2714143349688    0.002699958690368                    0          22.68021272
         "BPM.11L3.B2"          9420.161726                    3     -0.8482157337213    0.005274469779573                    0          22.79134417
         "BPM.10L3.B2"          9472.944415                    3      0.1728144455575    0.003926786901605                    0          22.87608882
          "BPM.9L3.B2"          9512.011405                    3      0.1364195209872    0.003907953350191                    0          22.95608567
          "BPM.8L3.B2"          9552.476394                    3      0.2283236000349     0.00317029358907                    0          23.04670779
          "BPM.7L3.B2"          9591.542384                    3     -0.5372252779319    0.002322213314736                    0          23.16877389
         "BPMR.6L3.B2"          9664.181384                    3     -0.7721586584737    0.004512265224464                    0          23.40412947
         "BPMW.5L3.B2"          9734.779884                    3      0.2203465328221    0.005277844194403                    0          23.46809945
         "BPMW.4R3.B2"          9882.417884                    3    0.003954089282308     0.00307520583735                    0          23.81511391
        "BPMWE.4R3.B2"          9909.962884                    3     -0.3892786860301    0.002332677369075                    0          23.83035322
         "BPMW.5R3.B2"          9985.090884                    3    -0.05262802354679     0.00116852770717                    0          23.93396429
       "BPMWE.A5R3.B2"          10013.80888                    3     -0.2205916500285    0.004835216204448                    0          24.01674885
        "BPMWC.6R3.B2"          10053.62688                    3      0.2215493236014    0.004229572841766                    0          24.07263515
          "BPM.6R3.B2"          10065.78138                    3    0.005250597515097    0.002956153792735                    0          24.08167609
          "BPM.8R3.B2"          10160.67137                    3    -0.01350472586003    0.008964330312197                    0          24.23864082
          "BPM.9R3.B2"          10199.73836                    3     0.04691707864162    0.003311524150086                    0          24.29772889
         "BPM.10R3.B2"          10240.20335                    3     -0.2735868922442    0.006935245672123                    0          24.37179058
         "BPM.11R3.B2"          10292.98604                    3     -0.2727734182329   0.0004551411959772                    0          24.49790378
         "BPM.12R3.B2"          10347.71253                    3      0.2931242981157     0.00652620776356                    0          24.65955601
         "BPM.13R3.B2"          10401.16401                    3     -0.8075668612122    0.001302005242363                    0          24.77459056
         "BPM.14R3.B2"          10454.61549                    3    -0.06049995287658    0.000584702263303                    0          24.91207621
         "BPM.15R3.B2"          10508.06698                    3     -0.3503720649969    0.001308817119531                    0          25.02890585
         "BPM.16R3.B2"          10561.51846                    3     0.03349006054552    0.003097338458779                    0          25.16878133
         "BPM.17R3.B2"          10614.96995                    3     -0.4805203671711    0.001451318692591                    0           25.2835691
         "BPM.18R3.B2"          10668.42143                    3      0.1227566246067    0.006461489097748                    0          25.42118731
         "BPM.19R3.B2"          10721.87291                    3     -0.4371470648779    0.002260906157161                    0          25.53813076
         "BPM.20R3.B2"           10775.3244                    3    -0.01176150557299    0.009083744727305                    0          25.67786286
         "BPM.21R3.B2"          10828.77588                    3     0.03514751758652    0.002409926341186                    0          25.79254716
         "BPM.22R3.B2"          10882.22737                    3     -0.2571238367361    0.003640884227524                    0          25.93031242
         "BPM.23R3.B2"          10935.67885                    3     -0.5142836407274    0.002548204197891                    0          26.04524737
         "BPM.24R3.B2"          10989.13033                    3     0.09859079597597     0.00255526458654                    0          26.18286751
         "BPM.25R3.B2"          11042.58182                    3     0.08712371126382    0.001293769981455                    0          26.29816344
         "BPM.26R3.B2"           11096.0333                    3     -0.4316924747998    0.002973025418338                    0          26.43591478
         "BPM.27R3.B2"          11149.48479                    3      0.7087709976996   0.0006959451971539                    0          26.55084572
         "BPM.28R3.B2"          11202.93627                    3       6.072735659894    0.002326099152326                    0          26.68848063
         "BPM.29R3.B2"          11256.38775                    3      0.4912610218532    0.002105371512515                    0          26.80378014
         "BPM.30R3.B2"          11309.83924                    3     -0.3566058822088     0.00351162162832                    0          26.94151653
         "BPM.31R3.B2"          11363.29072                    3     -0.5030490187617    0.001504973998574                    0          27.05644437
         "BPM.32R3.B2"          11416.74221                    3     0.02039002877248    0.002184830582608                    0          27.19409434
         "BPM.33R3.B2"          11470.19369                    3      0.1745731593395    0.005820315795172                    0           27.3093965
         "BPM.34R3.B2"          11523.64518                    3     -0.3029506005581     0.01292254127307                    0          27.44711772
         "BPM.33L4.B2"          11577.09666                    3      0.5169800752882    0.003747852998045                    0          27.56204338
         "BPM.32L4.B2"          11630.54814                    3     -0.2874363952679    0.002805392827435                    0           27.6997086
         "BPM.31L4.B2"          11683.99963                    3      -0.202629610395    0.002255515507246                    0          27.81501248
