@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Results/b2_3files_12percent_30cm_beforecorrection' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam2' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 00:32:15"
@ Q1 %le 0.2799881659850902
@ Q2 %le 0.3099859594100752
@ RMSbetabeat %le 0.043996582711582084
@ RescalingFactor %le 0.9716334740724579
@ FILES %s "/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds.liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds.liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds.liny"
*                 NAME                    S                COUNT                 BETY              BETYSTD              BETYMDL               MUYMDL            BETYPHASE         BETYSTDPHASE
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.22L1.B2"          2167.474601                    3       387.3704692948       27.83001707539          339.2954273          5.390600366       376.3822107318       2.513344844634
         "BPM.21L1.B2"          2220.926085                    3       73.23560819313       5.546271538204          51.54059603          5.451963601       71.15812061834      0.7457857825083
         "BPM.20L1.B2"          2274.377569                    3       100.2632618664       8.396331152869          90.00776915          5.610822822        97.4191384849      0.5089563442798
         "BPM.19L1.B2"          2327.829053                    3       24.07577071498       1.896153132446          32.19007404          5.798342067       23.39278788713      0.7277062481762
         "BPM.18L1.B2"          2381.280537                    3       396.1086883598       28.32885162154          339.2954273          5.890600366       384.8724343854      0.4025294465251
         "BPM.17L1.B2"          2434.732021                    3       73.69337644772       5.574910735646          51.54059603            5.9519636       71.60290600579       0.706035377843
         "BPM.16L1.B2"          2488.183506                    3       102.1568980524       8.573674504131          90.00776915          6.110822822        99.2590391125      0.7709491950554
         "BPM.15L1.B2"           2541.63499                    3       26.36279133482       1.932287374804          32.19007404          6.298342067       25.61498590145      0.2774956944245
         "BPM.14L1.B2"          2595.086474                    3       401.2347891386        28.6970668264          339.2954273          6.390600366       389.8531653719      0.3544228479344
         "BPM.13L1.B2"          2648.537958                    3       75.46279081576        5.69277067327          51.54059603            6.4519636       73.32214334319       0.587256327479
         "BPM.12L1.B2"          2701.989442                    3       88.90141385502       7.487527340752          89.05969287          6.612098948       86.37956420501      0.9038589153554
         "BPM.11L1.B2"          2755.440926                    3       25.23928697767       2.010764201872           32.5103778          6.799747038       24.52338759162      0.8107232638012
         "BPM.10L1.B2"          2808.223615                    3       412.5090121472       29.60782304695           329.554206          6.890914647       400.8075638712       2.427175872179
          "BPM.9L1.B2"          2847.290605                    3       84.46354993793       6.227090817734          61.73679201          6.931134327       82.06760804114      0.3978891213758
          "BPM.8L1.B2"          2887.755594                    3       87.79237020476       7.275558496044          68.45142264          7.056024807       85.30196134488      0.7592756634266
        "BPMSX.7L1.B2"          2957.502084                    3       240.5214368822        17.1517043203          223.0872986             7.378225       233.6987039387       1.045173097855
         "BPMR.6L1.B2"          2970.007584                    3       448.5419952069       32.16419199854          396.1636139          7.384899097       435.8183900285       3.234573803329
          "BPM.5L1.B2"          3001.907584                    3       1286.606955572       92.89183166499          1074.770444          7.392869254       1250.110462559       11.60142139759
        "BPMYA.4L1.B2"          3023.025584                    3       2656.856649617       191.2925938141          2152.997804          7.395078821        2581.49095202       17.58752250423
        "BPMWB.4L1.B2"          3044.082084                    3       3006.361180882       216.4707095731          2486.867367          7.396489145        2921.08082323       18.52535224761
        "BPMSY.4L1.B2"          3136.998084                    3       4345.531282183         313.77475848          3445.287368          7.401542086       4222.264096525       25.78888057298
         "BPMS.2L1.B2"          3163.723584                    3       6412.439635424       463.1743762896          5191.144121           7.40238189       6230.540590565       37.65546658447
        "BPMSW.1L1.B2"          3173.673584                    3       1902.222232272       137.5375530187          1552.719113          7.403007678       1848.262893866       11.97288043916
        "BPMSW.1R1.B2"          3216.816584                    3       1796.738430673       129.3922394533          1550.569619          7.898581852       1745.771280734       9.268049554531
         "BPMS.2R1.B2"          3226.781584                    3       2276.914583376       164.9345327372          1953.444791          7.899388255       2212.325685352       20.59560172589
        "BPMSY.4R1.B2"          3253.627084                    3       7968.269161136       577.2705517735          6752.402235          7.900640105       7742.236358127       68.75663730724
        "BPMWB.4R1.B2"          3346.423084                    3       1078.974645742       78.79904187758          914.8937518          7.906583513       1048.368222619       11.59393910472
        "BPMYA.4R1.B2"          3367.479584                    3       419.1386263097       30.63123544799          365.3725682          7.912534595       407.2491511519       3.818118422778
         "BPMR.5R1.B2"          3394.887584                    3       120.2814975915       8.963597335246           99.0314666          7.934963189       116.8694856093       1.210757100484
          "BPM.6R1.B2"          3426.787584                    3       22.90140168727       1.869714737731          22.20086874          8.315245209       22.25173758071      0.8736781340874
        "BPMRA.7R1.B2"          3454.511584                    3       282.8848339259       20.74554382216          267.4601555           8.37381995       274.8606628533       4.921926453087
          "BPM.8R1.B2"          3495.948594                    3       15.05868621252       1.164746775176          11.50385651          8.478724524        14.6315270063     0.08348134062196
          "BPM.9R1.B2"          3535.013605                    3       154.7211200694       11.35812118397          187.6071352          8.787890688       150.3322743749       1.069710765583
         "BPM.10R1.B2"          3575.476615                    3       90.41867245225       6.461906534948          91.55090539          8.831402213       87.85380198927      0.5579907719939
         "BPM.11R1.B2"          3628.257326                    3       401.1171379923        28.6619607101          354.2951795          8.883642844       389.7388321083       1.880021701683
         "BPM.12R1.B2"          3682.980842                    3        68.4147502353        5.13381241761          49.34955648          8.948046907       66.47403308721      0.4543732623729
         "BPM.13R1.B2"          3736.429358                    3       98.63781551289       8.276877754653          89.45785146          9.113150934       95.83977334326      0.7379660796886
         "BPM.14R1.B2"          3789.877874                    3       26.33017173625       2.015094220451          32.54621381          9.299593636       25.58323461919      0.6419002037093
         "BPM.15R1.B2"           3843.32639                    3       379.1443686078       27.25418852205           339.744322          9.391206857       368.3893108839       2.653739531035
         "BPM.16R1.B2"          3896.774906                    3       64.02222318027       4.816723086105          51.19644156          9.452740468       62.20613093579       0.291806318507
         "BPM.17R1.B2"          3950.223421                    3       94.44586722129       7.919790626233          89.53192669          9.613082237       91.76677061841      0.6367685549571
         "BPM.18R1.B2"          4003.671937                    3       26.60706296493       1.985939290615          32.53564285          9.799556525       25.85228171444      0.4764829948457
         "BPM.19R1.B2"          4057.120453                    3       396.2438234076       28.40053756169          339.7304344          9.891188635       385.0038570676        1.65361211314
         "BPM.20R1.B2"          4110.568969                    3       62.38292767875       4.736072898097          51.20701157          9.952716882       60.61337881176      0.6638648596679
         "BPM.21R1.B2"          4164.017485                    3       91.73513031631       7.667990473104          89.54582716           10.1130131        89.1329146688       0.176241268063
         "BPM.22R1.B2"          4217.466001                    3       27.50961563605       2.069582308119           32.5250738           10.2995194       26.72923344126      0.5514320524448
         "BPM.23R1.B2"          4270.914517                    3       408.2635761457       29.20606296228          339.7165211          10.39117041       396.6825380277      0.3807848198981
         "BPM.24R1.B2"          4324.363033                    3       66.60181661034        5.03989292728          51.21757966           10.4526933       64.71258298183      0.5891616165488
         "BPM.25R1.B2"          4377.811549                    3        88.8009168228       7.463187440951          89.55975331          10.61294397       86.28193912074      0.7622988302256
         "BPM.26R1.B2"          4431.260065                    3       28.14623260755       2.046421791779          32.51450667          10.79948227       27.34781096956      0.1907293690528
         "BPM.27R1.B2"           4484.70858                    3       392.7687596411       28.15288711494          339.7025821          10.89115219       381.6271617735       1.813650775933
         "BPM.28R1.B2"          4538.157096                    3       73.70888253453        5.59490906466          51.22814583          10.95266973       71.61799056376      0.8082570359431
         "BPM.29R1.B2"          4591.605612                    3       86.43910622843       7.234370788263          89.57370515          11.11287485       83.98710542438      0.4011394048296
         "BPM.30R1.B2"          4645.054128                    3       28.60906361807       2.132648338605          32.50394147          11.29944512       27.79753430286       0.489656017221
         "BPM.31R1.B2"          4698.502644                    3       395.9336089279       28.36261580847          339.6886174          11.39113396       384.7022470823       1.575000264752
         "BPM.32R1.B2"           4751.95116                    3       66.91579198459       5.066147823131          51.23871007          11.45264615       65.01758261168      0.6444030349861
         "BPM.33R1.B2"          4805.399676                    3       90.18889184563       7.615239083453          89.58768265          11.61280574       87.63048705874       1.081657970336
         "BPM.34R1.B2"          4858.848192                    3        29.2873166487         2.1935267347          32.49337818          11.79940796       28.45657017435      0.5387217906167
         "BPM.33L2.B2"          4912.296708                    3       405.2565838013       29.01157272222          339.6746271          11.89111574       393.7609222264       1.040148770513
         "BPM.32L2.B2"          4965.745224                    3       73.43356442416       5.581664389358           51.2492724          11.95262259       71.35045461217       0.859936614813
         "BPM.31L2.B2"           5019.19374                    3        93.9266396735       7.896167194486          89.60168583          12.11273664       91.26222192738      0.8575000894966
         "BPM.30L2.B2"          5072.642255                    3        28.6445187957       2.194935034969          32.48281682          12.29937079       27.83194044995      0.7046907526706
         "BPM.29L2.B2"          5126.090771                    3       422.9045411581       30.27872767852          339.6606111          12.39109751       410.9082148062       1.224281126059
         "BPM.28L2.B2"          5179.539287                    3       67.76117107109        5.13542609043          51.25983279          12.45259903       65.83906036168      0.6633673653564
         "BPM.27L2.B2"          5232.987803                    3       88.13760298754       7.378101491134          89.61571469          12.61266756       85.63745064695      0.3970737281357
         "BPM.26L2.B2"          5286.436319                    3       26.00721216735       1.897125243361          32.47225739          12.79933361       25.26948401604      0.2202594646863
         "BPM.25L2.B2"          5339.884835                    3       403.3714888782       28.85989711831          339.6465694          12.89107929       391.9292094585      0.6857869171996
         "BPM.24L2.B2"          5393.333351                    3       68.71665968528       5.163293025301          51.27039126          12.95257547       66.76739377696       0.206502049708
         "BPM.23L2.B2"          5446.781867                    3       87.56534365528       7.330697495403           89.6297692          13.11259848       85.08143827682      0.3917989775119
         "BPM.22L2.B2"          5500.230383                    3        28.9764408151       2.172858053281          32.46169988          13.29929641       28.15444672085      0.5547018083251
         "BPM.21L2.B2"          5553.678899                    3       389.2330700745       27.85477628209           339.632502          13.39106106       378.1919100733      0.7891921947376
         "BPM.20L2.B2"          5607.127414                    3       67.11017066136       5.226704138616           51.2809478          13.45255192       65.20643432219       1.356069025263
         "BPM.19L2.B2"           5660.57593                    3       86.58492148495        7.28939027904          89.64384939          13.61252942       84.12883299577      0.8459020994868
         "BPM.18L2.B2"          5714.024446                    3       27.14378697476       1.993640435505          32.45114431           13.7992592       26.37382989398      0.3202734945822
         "BPM.17L2.B2"          5767.472962                    3       393.9943145789       28.21026050319           339.618409          13.89104283       382.8180043806       1.309836160519
         "BPM.16L2.B2"          5820.921478                    3       63.41925918034       4.784794612133          51.29150241          13.95252837       61.62026090135      0.4691129343332
         "BPM.15L2.B2"          5874.369994                    3       84.75574656879       7.130814580578          89.65795523          14.11246036       82.35150242086      0.7992975970939
         "BPM.14L2.B2"           5927.81851                    3        27.5238453663        2.01466373036          32.44059067          14.29922198       26.74310113286       0.283782799903
         "BPM.13L2.B2"          5981.267026                    3       423.8280664157         30.327815557          339.6042903           14.3910246       411.8055180758      0.8856169310065
         "BPM.12L2.B2"          6034.715542                    3       83.12999873714       6.304318430226          65.70628241          14.44508562        80.7718166708       1.150472189513
         "BPM.11L2.B2"          6088.164058                    3       131.2398498928       10.87235098453           106.009507          14.56524718       127.5170125323      0.3095408100923
         "BPM.10L2.B2"          6140.002768                    3       25.98229449771        2.04345058022          33.09308424          14.72249654       25.24527945986      0.2726268862943
          "BPM.9L2.B2"          6179.067779                    3       188.2555509679        13.5878741363          221.0810357          14.80618896        182.915341697      0.7768206001547
          "BPM.8L2.B2"          6219.530789                    3       19.93745511177       1.462243602253           15.5510588          14.90793269       19.37188236928      0.2503725930761
          "BPM.7L2.B2"            6258.5968                    3       93.83689283246       7.975462003868           122.219829          15.17508416       91.17509856145       2.257237281212
          "BPM.6L2.B2"            6290.7028                    3        19.2021211587       1.480354194118          25.98839089          15.26481683       18.65744077984      0.3600672131766
        "BPMYB.5L2.B2"            6362.9018                    3       198.4895714149       15.45402860173          160.9432957          15.48772535       192.8591040215      0.3117197115444
        "BPMYB.4L2.B2"            6383.4718                    3       99.18344119887       8.315610661029           82.5080232          15.51628834       96.36992885408       2.420248695734
        "BPMWB.4L2.B2"            6407.8633                    3       88.02950784155       7.447511966925          83.35837519          15.56755077       85.53241018562       1.438307176599
         "BPMS.2L2.B2"            6496.0078                    3        47.0754842462       3.791707380806          63.39721051          15.68718256       45.74011084084     0.09686053963372
        "BPMSW.1L2.B2"            6505.9418                    3       41.00593105661       3.486594939736          56.63143641           15.7106093       39.84268298056       1.281765273945
        "BPMSW.1R2.B2"            6549.1318                    3       65.74417552291       5.823333158347          56.62506637          16.07254755        63.8793267206       1.952793830449
         "BPMS.2R2.B2"            6559.0658                    3       184.5694688837       15.43938228101          173.3955946          16.09049654       179.3338427886      0.9631544193606
        "BPMSX.4R2.B2"            6597.0373                    3       86.54381117017       7.528376426602          100.1763794          16.13412851       84.08898148235       2.114958258706
        "BPMWB.4R2.B2"            6647.1343                    3        74.0688572024       5.865402753944          104.8822464          16.21540022       71.96773879614       0.806908011547
        "BPMYB.4R2.B2"            6671.6018                    3       138.1781384168        10.9720619525          103.7188526          16.25024578       134.2586749832       3.206470478937
          "BPM.5R2.B2"            6701.1358                    3       41.13210366831       2.954862092124          42.67910353          16.33168385       39.96534697018      0.3843492469839
         "BPMR.6R2.B2"            6774.4318                    3       248.4502467482       18.91448924803          190.4570361          16.45179726       241.4024014679       3.162930576837
        "BPM_A.7R2.B2"            6787.3068                    3       101.3945205095       7.946740892054          84.61951305          16.46796618       98.51820045264       1.799681715181
          "BPM.8R2.B2"          6828.745789                    3       146.9068758442       12.12689174593          119.4595135          16.54961061       142.7396508461       1.192329457078
          "BPM.9R2.B2"          6867.812779                    3       35.22423979276       3.002694435771          36.98965832          16.64152554       34.22503095554       0.679174395785
         "BPM.10R2.B2"          6908.277768                    3        138.072146658       10.55801711232           165.423083          16.74131331        134.155507798      0.5186362037288
         "BPM.11R2.B2"          6960.118458                    3       40.89841153381       2.917171408039          33.80916633          16.85034667       39.73826771924       0.307850649317
         "BPM.12R2.B2"          7014.844942                    3       226.8996588937       17.94710142679          175.4175983          16.98782364       220.4633831054       3.071212661213
         "BPM.13R2.B2"          7068.296426                    3       36.10609403577       3.208226531807          34.92269506           17.0975736       35.08189099318       1.055692669369
         "BPM.14R2.B2"           7121.74791                    3       132.0395919406       10.36618939542          171.6322421          17.23011798       128.2941203946       1.768449880119
         "BPM.15R2.B2"          7175.199394                    3       33.43291753101       2.401083018535          33.41866798           17.3442861       32.48452243011      0.3675304943023
         "BPM.16R2.B2"          7228.650878                    3       223.4021089986       17.36469073249          173.7600022          17.47962651       217.0650626444       1.928418132878
         "BPM.17R2.B2"          7282.102362                    3       36.78952511806       3.246288582568           34.9224903          17.58997775       35.74589483483       1.025983443634
         "BPM.18R2.B2"          7335.553846                    3        140.022307936       10.95832920244          171.9936195          17.72231211       136.0503585695       1.056937083786
         "BPM.19R2.B2"           7389.00533                    3       32.82795673803       2.407825378442          33.41154981          17.83634911       31.89676417282      0.5748148636278
         "BPM.20R2.B2"          7442.456814                    3       220.2007649928       17.07880179882          173.3944223          17.97190005       213.9545034259       2.586462664262
         "BPM.21R2.B2"          7495.908299                    3       40.86091242469       3.411892519295          34.92601373            18.082384       39.70183911729      0.1972556629357
         "BPM.22R2.B2"          7549.359783                    3       137.4633236367       10.79686799859          172.3625321          18.21452281       133.5639423471      0.3982225623303
         "BPM.23R2.B2"          7602.811267                    3       33.94514650632       2.424770337261          34.93411564          18.32541364       32.98224661318      0.1125427529685
         "BPM.24R2.B2"          7656.262751                    3       229.1297031925       17.30199394618          172.4582345          18.45746197       222.6300637291      0.7005665239205
         "BPM.25R2.B2"          7709.714235                    3       38.62802963782       3.207052350667          34.91891636          18.56834482        37.5322880533      0.1487481239718
         "BPM.26R2.B2"          7763.165719                    3       133.1923619944        10.6301366684          172.3546801          18.70048328        129.414157471      0.7876839557985
         "BPM.27R2.B2"          7816.617203                    3       29.63410785382       2.136679752251          34.93208198          18.81138101       28.79348048291      0.1843521589471
         "BPM.28R2.B2"          7870.068687                    3       226.4733719403       16.86279840725          172.4652817          18.94343086       220.0490975795      0.5969659218325
         "BPM.29R2.B2"          7923.520171                    3       41.78018523589       3.443258562403          34.92105234          19.05430691        40.5950174743      0.1495801549523
         "BPM.30R2.B2"          7976.971655                    3       133.4606461487       10.78174520358          172.3484925          19.18644316        129.674856737      0.7307385168966
         "BPM.31R2.B2"           8030.42314                    3        28.6214783988       2.276217270051          34.92986028          19.29734753       27.80964438626      0.9018255324995
         "BPM.32R2.B2"          8083.874624                    3       214.8352798475       15.87079182984          172.4705616          19.42940024       208.7411885129       1.622753816871
         "BPM.33R2.B2"          8137.326108                    3       43.49000029697       3.589871894591          34.92334249          19.54026989       42.25636135021      0.5206466122484
         "BPM.34R2.B2"          8190.777592                    3       145.2455120475        11.9030950978          172.3441613          19.67240262       141.1253726926       1.253856110652
         "BPM.33L3.B2"          8244.229076                    3       27.92540663687       2.200554318106          34.92751947          19.78331313       27.13327967291      0.7824744200627
         "BPM.32L3.B2"           8297.68056                    3       211.7772305266        15.4238695795          172.4739104          19.91536998       205.7697685167       1.179102871936
         "BPM.31L3.B2"          8351.132044                    3       46.74106380744       3.780164876797          34.92571577          20.02623381       45.41519334438      0.2160433448329
         "BPM.30L3.B2"          8404.583528                    3       139.7464829753       11.51837087542          172.3418209          20.15836181       135.7823306869      0.7642377596546
         "BPM.29L3.B2"          8458.035012                    3       31.00149219768       2.385007576239          34.92513217          20.26927777       30.12207969803      0.6049104211983
         "BPM.28L3.B2"          8511.486496                    3       218.3390053444       15.77814669355          172.4752242           20.4013399       212.1455748667       1.416346554754
         "BPM.27L3.B2"           8564.93798                    3        43.1091986876       3.495287867479          34.92809853          20.51219869       41.88630923956      0.6244992043917
         "BPM.26L3.B2"          8618.389465                    3       156.2044875019       13.10770325376           172.341544          20.64432089       151.7735883092       1.998411292553
         "BPM.25L3.B2"          8671.840949                    3       28.64137487869       2.221720673948          34.92277247          20.75524146       27.82892054438      0.5172152756768
         "BPM.24L3.B2"          8725.292433                    3       198.9767205171       14.24234872657          172.4744622          20.88730985       193.3324032134      0.9747976873806
